"","V1","V2"
"2373","Petrochelidon_pyrrhonota",0
"2374","Hirundo_ariel",0
"2375","Hirundo_fluvicola",0
"2376","Hirundo_nigricans",0
"2377","Hirundo_spilodera",0
"2378","Hirundo_striolata",0
"2379","Hirundo_daurica",0
"2380","Hirundo_abyssinica",1
"2381","Hirundo_semirufa",0
"2382","Hirundo_rupestris",0
"2383","Hirundo_fuligula",0
"2384","Hirundo_albigularis",0
"2385","Hirundo_nigrita",0
"2386","Hirundo_domicola",0
"2387","Hirundo_angolensis",0
"2388","Hirundo_aethiopica",0
"2389","Hirundo_lucida",0
"2390","Hirundo_rustica",0
"2391","Hirundo_smithii",0
"2392","Hirundo_senegalensis",0
"2393","Hirundo_obsoleta",0
"2394","Hirundo_neoxena",0
"2395","Hirundo_cucullata",1
"2396","Hirundo_megaensis",0
"2397","Hirundo_atrocaerulea",0
"2398","Hirundo_nigrorufa",0
"2399","Pseudochelidon_eurystomina",0
"2400","Crossleyia_xanthophrys",0
"2401","Thamnornis_chloropetoides",0
"2402","Oxylabes_madagascariensis",0
"2403","Cryptosylvicola_randrianasoloi",0
"2404","Neomixis_flavoviridis",0
"2405","Eremiornis_carteri",0
"2406","Hemitesia_neumanni",0
"2407","Donacobius_atricapilla",0
"2408","Bradypterus_accentor",0
"2409","Locustella_ochotensis",0
"2410","Bradypterus_graueri",0
"2411","Locustella_pleskei",0
"2412","Locustella_certhiola",0
"2413","Locustella_fasciolata",0
"2414","Locustella_fluviatilis",0
"2415","Bradypterus_luteoventris",0
"2416","Locustella_luscinioides",0
"2417","Locustella_naevia",0
"2418","Amphilais_seebohmi",0
"2419","Bradypterus_tacsanowskius",0
"2420","Bradypterus_montis",0
"2421","Bradypterus_mandelli",0
"2422","Bradypterus_davidi",0
"2423","Bradypterus_thoracicus",0
"2424","Bradypterus_castaneus",0
"2425","Locustella_lanceolata",0
"2426","Cincloramphus_mathewsi",0
"2427","Cincloramphus_cruralis",0
"2428","Bowdleria_punctata",0
"2429","Megalurus_timoriensis",0
"2430","Megalurus_albolimbatus",0
"2431","Megalurus_palustris",0
"2432","Dromaeocercus_brunneus",0
"2433","Bradypterus_baboecala",0
"2434","Bradypterus_carpalis",0
"2435","Randia_pseudozosterops",0
"2436","Chaetornis_striata",0
"2437","Bradypterus_bangwaensis",0
"2438","Bradypterus_lopezi",0
"2439","Bradypterus_palliseri",0
"2440","Bradypterus_barratti",0
"2441","Bradypterus_cinnamomeus",0
"2442","Bradypterus_sylvaticus",0
"2443","Schoenicola_brevirostris",0
"2444","Schoenicola_platyurus",0
"2445","Bradypterus_major",0
"2446","Bradypterus_alfredi",0
"2447","Megalurus_gramineus",0
"2448","Locustella_pryeri",0
"2449","Acrocephalus_palustris",1
"2450","Bradypterus_caudatus",0
"2451","Bradypterus_alishanensis",0
"2452","Megalurulus_mariei",0
"2453","Megalurulus_grosvenori",0
"2454","Megalurulus_rubiginosus",0
"2455","Hippolais_polyglotta",1
"2456","Hippolais_icterina",1
"2457","Hippolais_olivetorum",1
"2458","Hippolais_languida",0
"2459","Acrocephalus_rodericanus",0
"2460","Acrocephalus_bistrigiceps",0
"2461","Acrocephalus_paludicola",0
"2462","Acrocephalus_rehsei",0
"2463","Acrocephalus_melanopogon",1
"2464","Acrocephalus_schoenobaenus",1
"2465","Acrocephalus_luscinius",0
"2466","Acrocephalus_scirpaceus",1
"2467","Acrocephalus_baeticatus",0
"2468","Acrocephalus_dumetorum",0
"2469","Acrocephalus_concinens",0
"2470","Acrocephalus_agricola",0
"2471","Buettikoferella_bivittata",0
"2472","Acrocephalus_rufescens",0
"2473","Acrocephalus_brevipennis",1
"2474","Acrocephalus_gracilirostris",0
"2475","Acrocephalus_newtoni",0
"2476","Acrocephalus_sechellensis",0
"2477","Acrocephalus_stentoreus",0
"2478","Acrocephalus_mendanae",1
"2479","Acrocephalus_atyphus",0
"2480","Acrocephalus_caffer",1
"2481","Acrocephalus_kerearako",0
"2482","Acrocephalus_taiti",1
"2483","Acrocephalus_vaughani",0
"2484","Acrocephalus_aequinoctialis",0
"2485","Acrocephalus_australis",0
"2486","Acrocephalus_familiaris",0
"2487","Acrocephalus_arundinaceus",1
"2488","Acrocephalus_griseldis",0
"2489","Chloropeta_gracilirostris",0
"2490","Chloropeta_natalensis",0
"2491","Chloropeta_similis",0
"2492","Hippolais_pallida",1
"2493","Hippolais_opaca",1
"2494","Hippolais_rama",0
"2495","Hippolais_caligata",0
"2496","Acrocephalus_aedon",0
"2497","Nesillas_lantzii",0
"2498","Nesillas_brevicaudata",0
"2499","Nesillas_typica",0
"2500","Nesillas_mariae",0
"2501","Hyliota_australis",0
"2502","Hyliota_flavigaster",0
"2503","Hyliota_violacea",0
"2504","Hyliota_usambara",0
"2505","Scotocerca_inquieta",0
"2506","Amaurocichla_bocagei",0
"2507","Cisticola_troglodytes",0
"2508","Cisticola_cinereolus",0
"2509","Cisticola_brunnescens",0
"2510","Cisticola_njombe",0
"2511","Cisticola_lateralis",0
"2512","Cisticola_chiniana",0
"2513","Cisticola_galactotes",0
"2514","Cisticola_bulliens",0
"2515","Cisticola_bodessa",0
"2516","Cisticola_textrix",0
"2517","Cisticola_nigriloris",0
"2518","Cisticola_nanus",0
"2519","Cisticola_rufilatus",0
"2520","Cisticola_brachypterus",0
"2521","Cisticola_cantans",0
"2522","Cisticola_lais",1
"2523","Cisticola_guinea",0
"2524","Cisticola_ruficeps",0
"2525","Cisticola_restrictus",0
"2526","Cisticola_natalensis",0
"2527","Cisticola_carruthersi",0
"2528","Cisticola_ayresii",0
"2529","Cisticola_melanurus",0
"2530","Cisticola_subruficapilla",1
"2531","Cisticola_chubbi",0
"2532","Cisticola_erythrops",0
"2533","Cisticola_tinniens",1
"2534","Cisticola_rufus",0
"2535","Cisticola_fulvicapilla",0
"2536","Cisticola_dambo",0
"2537","Cisticola_anonymus",0
"2538","Cisticola_robustus",0
"2539","Cisticola_eximius",0
"2540","Cisticola_angusticauda",0
"2541","Cisticola_pipiens",0
"2542","Cisticola_exilis",0
"2543","Cisticola_woosnami",0
"2544","Cisticola_aberdare",0
"2545","Cisticola_cherina",0
"2546","Cisticola_hunteri",0
"2547","Cisticola_haesitatus",0
"2548","Cisticola_juncidis",0
"2549","Cisticola_aridulus",0
"2550","Cisticola_aberrans",0
"2551","Incana_incana",0
"2552","Malcorus_pectoralis",1
"2553","Euryptila_subcinnamomea",0
"2554","Phyllolais_pulchella",0
"2555","Eminia_lepida",1
"2556","Phragmacia_substriata",1
"2557","Hypergerus_atriceps",0
"2558","Bathmocercus_cerviniventris",0
"2559","Bathmocercus_rufus",0
"2560","Bathmocercus_winifredae",0
"2561","Eremomela_turneri",0
"2562","Eremomela_badiceps",1
"2563","Eremomela_pusilla",1
"2564","Eremomela_gregalis",0
"2565","Eremomela_canescens",0
"2566","Eremomela_scotops",0
"2567","Eremomela_usticollis",0
"2568","Eremomela_salvadorii",0
"2569","Eremomela_atricollis",0
"2570","Eremomela_icteropygialis",0
"2571","Eremomela_flavicrissalis",0
"2572","Spiloptila_clamans",0
"2573","Spiloptila_rufifrons",0
"2574","Camaroptera_chloronota",0
"2575","Camaroptera_superciliaris",0
"2576","Camaroptera_undosa",0
"2577","Camaroptera_brachyura",1
"2578","Camaroptera_fasciolata",0
"2579","Camaroptera_simplex",0
"2580","Apalis_flavida",1
"2581","Apalis_binotata",0
"2582","Apalis_ruddi",0
"2583","Apalis_rufogularis",0
"2584","Apalis_argentea",0
"2585","Apalis_cinerea",0
"2586","Apalis_goslingi",0
"2587","Apalis_alticola",0
"2588","Apalis_chirindensis",0
"2589","Apalis_porphyrolaema",0
"2590","Apalis_chapini",0
"2591","Apalis_nigriceps",0
"2592","Apalis_flavigularis",0
"2593","Apalis_melanocephala",0
"2594","Apalis_sharpii",0
"2595","Apalis_bamendae",0
"2596","Apalis_lynesi",0
"2597","Apalis_fuscigularis",0
"2598","Apalis_jacksoni",0
"2599","Apalis_personata",0
"2600","Apalis_thoracica",1
"2601","Apalis_chariessa",0
"2602","Drymocichla_incana",0
"2603","Artisornis_metopias",0
"2604","Artisornis_moreaui",0
"2605","Oreolais_pulchra",0
"2606","Oreolais_ruwenzorii",0
"2607","Urolais_epichlorus",0
"2608","Prinia_robertsi",0
"2609","Prinia_somalica",0
"2610","Graueria_vittata",0
"2611","Prinia_leucopogon",0
"2612","Prinia_leontica",0
"2613","Prinia_buchanani",0
"2614","Prinia_maculosa",0
"2615","Prinia_cinereocapilla",0
"2616","Prinia_polychroa",0
"2617","Prinia_rufescens",0
"2618","Prinia_gracilis",0
"2619","Prinia_crinigera",0
"2620","Prinia_atrogularis",0
"2621","Prinia_inornata",0
"2622","Prinia_flavicans",0
"2623","Prinia_molleri",0
"2624","Prinia_flaviventris",0
"2625","Prinia_hodgsonii",0
"2626","Prinia_socialis",0
"2627","Prinia_hypoxantha",0
"2628","Prinia_sylvatica",0
"2629","Prinia_fluviatilis",0
"2630","Prinia_burnesii",0
"2631","Prinia_subflava",0
"2632","Poliolais_lopezi",0
"2633","Heliolais_erythropterus",0
"2634","Prinia_bairdii",0
"2635","Prinia_familiaris",0
"2636","Orthotomus_derbianus",0
"2637","Orthotomus_atrogularis",0
"2638","Orthotomus_samarensis",0
"2639","Orthotomus_sericeus",0
"2640","Orthotomus_heterolaemus",0
"2641","Orthotomus_sutorius",0
"2642","Orthotomus_nigriceps",0
"2643","Orthotomus_sepium",0
"2644","Orthotomus_ruficeps",0
"2645","Orthotomus_castaneiceps",0
"2646","Orthotomus_cinereiceps",0
"2647","Orthotomus_frontalis",0
"2648","Neomixis_viridis",0
"2649","Neomixis_striatigula",0
"2650","Neomixis_tenella",0
"2651","Myzornis_pyrrhoura",1
"2652","Hypocryptadius_cinnamomeus",0
"2653","Kakamega_poliothorax",0
"2654","Pnoepyga_immaculata",0
"2655","Pnoepyga_formosana",0
"2656","Pnoepyga_albiventer",0
"2657","Pnoepyga_pusilla",0
"2658","Yuhina_diademata",0
"2659","Yuhina_brunneiceps",1
"2660","Yuhina_humilis",1
"2661","Yuhina_nigrimenta",1
"2662","Yuhina_castaniceps",0
"2663","Yuhina_everetti",1
"2664","Yuhina_torqueola",0
"2665","Yuhina_gularis",1
"2666","Yuhina_occipitalis",1
"2667","Yuhina_bakeri",1
"2668","Yuhina_flavicollis",1
"2669","Stachyris_leucotis",0
"2670","Stachyris_oglei",0
"2671","Ptilocichla_leucogrammica",0
"2672","Ptilocichla_mindanensis",0
"2673","Ptilocichla_falcata",1
"2674","Stachyris_plateni",1
"2675","Dasycrotapha_speciosa",0
"2676","Stachyris_dennistouni",0
"2677","Stachyris_whiteheadi",1
"2678","Stachyris_hypogrammica",0
"2679","Stachyris_striata",1
"2680","Madanga_ruficollis",0
"2681","Tephrozosterops_stalkeri",1
"2682","Oculocincta_squamifrons",1
"2683","Heleia_muelleri",1
"2684","Lophozosterops_squamiceps",1
"2685","Lophozosterops_javanicus",1
"2686","Lophozosterops_pinaiae",1
"2687","Lophozosterops_goodfellowi",0
"2688","Stachyris_pygmaea",1
"2689","Cleptornis_marchei",1
"2690","Zosterops_ceylonensis",1
"2691","Zosterops_abyssinicus",1
"2692","Zosterops_erythropleurus",0
"2693","Zosterops_somadikartai",0
"2694","Zosterops_atricapilla",1
"2695","Zosterops_japonicus",1
"2696","Zosterops_natalis",1
"2697","Zosterops_montanus",1
"2698","Zosterops_gibbsi",1
"2699","Chlorocharis_emiliae",1
"2700","Zosterops_semperi",0
"2701","Zosterops_nigrorum",1
"2702","Zosterops_griseovirescens",1
"2703","Zosterops_nehrkorni",0
"2704","Woodfordia_superciliosa",1
"2705","Woodfordia_lacertosa",1
"2706","Zosterops_flavifrons",1
"2707","Zosterops_tenuirostris",1
"2708","Zosterops_rotensis",0
"2709","Zosterops_conspicillatus",1
"2710","Megazosterops_palauensis",1
"2711","Zosterops_albogularis",1
"2712","Zosterops_fuscicapilla",1
"2713","Zosterops_flavus",0
"2714","Malia_grata",0
"2715","Zosterops_citrinella",1
"2716","Zosterops_explorator",0
"2717","Zosterops_luteus",0
"2718","Zosterops_vaughani",1
"2719","Zosterops_murphyi",1
"2720","Zosterops_griseotinctus",1
"2721","Zosterops_rennellianus",1
"2722","Zosterops_novaeguineae",1
"2723","Zosterops_inornatus",1
"2724","Zosterops_metcalfii",1
"2725","Zosterops_mysorensis",0
"2726","Zosterops_lateralis",1
"2727","Zosterops_rendovae",1
"2728","Zosterops_minutus",1
"2729","Zosterops_hypoxanthus",1
"2730","Zosterops_ficedulinus",1
"2731","Zosterops_cinereus",1
"2732","Zosterops_everetti",1
"2733","Speirops_melanocephalus",1
"2734","Speirops_brunneus",1
"2735","Speirops_lugubris",1
"2736","Speirops_leucophoeus",1
"2737","Zosterops_poliogastrus",1
"2738","Zosterops_senegalensis",1
"2739","Zosterops_pallidus",1
"2740","Zosterops_chloronothus",0
"2741","Zosterops_xanthochroa",1
"2742","Zosterops_modestus",1
"2743","Zosterops_maderaspatanus",1
"2744","Zosterops_finschii",1
"2745","Zosterops_mayottensis",0
"2746","Zosterops_palpebrosus",1
"2747","Zosterops_mouroniensis",1
"2748","Zosterops_olivaceus",1
"2749","Zosterops_borbonicus",1
"2750","Zosterops_stalkeri",0
"2751","Zosterops_minor",1
"2752","Zosterops_chloris",1
"2753","Zosterops_atrifrons",1
"2754","Stachyris_striolata",0
"2755","Stachyris_melanothorax",0
"2756","Pomatorhinus_horsfieldii",1
"2757","Pomatorhinus_gravivox",0
"2758","Pomatorhinus_melanurus",0
"2759","Stachyris_pyrrhops",1
"2760","Pomatorhinus_hypoleucos",0
"2761","Pomatorhinus_erythrogenys",1
"2762","Pomatorhinus_erythrocnemis",0
"2763","Pomatorhinus_ferruginosus",0
"2764","Pomatorhinus_ochraceiceps",0
"2765","Xiphirhynchus_superciliaris",1
"2766","Pomatorhinus_montanus",1
"2767","Pomatorhinus_ruficollis",1
"2768","Pomatorhinus_schisticeps",1
"2769","Pomatorhinus_musicus",0
"2770","Pomatorhinus_swinhoei",0
"2771","Stachyris_poliocephala",1
"2772","Micromacronus_sordidus",1
"2773","Micromacronus_leytensis",1
"2774","Stachyris_nigricollis",0
"2775","Stachyris_nigriceps",1
"2776","Stachyris_maculata",0
"2777","Spelaeornis_oatesi",0
"2778","Spelaeornis_chocolatinus",0
"2779","Spelaeornis_troglodytoides",0
"2780","Spelaeornis_kinneari",0
"2781","Spelaeornis_longicaudatus",0
"2782","Spelaeornis_formosus",0
"2783","Spelaeornis_reptatus",0
"2784","Spelaeornis_badeigularis",0
"2785","Spelaeornis_caudatus",0
"2786","Macronous_flavicollis",0
"2787","Macronous_bornensis",1
"2788","Stachyris_grammiceps",0
"2789","Macronous_gularis",1
"2790","Sphenocichla_roberti",1
"2791","Sphenocichla_humei",0
"2792","Timalia_pileata",0
"2793","Dumetia_hyperythra",0
"2794","Stachyris_rufifrons",1
"2795","Stachyris_ruficeps",1
"2796","Stachyris_erythroptera",1
"2797","Stachyris_herberti",0
"2798","Stachyris_nonggangensis",0
"2799","Stachyris_nigrorum",1
"2800","Stachyris_chrysaea",1
"2801","Macronous_kelleyi",0
"2802","Stachyris_thoracica",0
"2803","Macronous_ptilosus",0
"2804","Macronous_striaticeps",0
"2805","Rhopocichla_atriceps",0
"2806","Cutia_legalleni",1
"2807","Cutia_nipalensis",1
"2808","Garrulax_lunulatus",0
"2809","Garrulax_caerulatus",1
"2810","Garrulax_ocellatus",1
"2811","Garrulax_castanotis",0
"2812","Garrulax_rufogularis",1
"2813","Garrulax_lugubris",0
"2814","Garrulax_mitratus",1
"2815","Garrulax_chinensis",0
"2816","Garrulax_sannio",1
"2817","Garrulax_perspicillatus",1
"2818","Garrulax_pectoralis",1
"2819","Garrulax_striatus",1
"2820","Garrulax_peninsulae",0
"2821","Garrulax_albogularis",1
"2822","Garrulax_delesserti",1
"2823","Garrulax_berthemyi",0
"2824","Garrulax_poecilorhynchus",0
"2825","Garrulax_ruficollis",1
"2826","Garrulax_galbanus",0
"2827","Garrulax_davidi",1
"2828","Babax_lanceolatus",0
"2829","Babax_waddelli",1
"2830","Garrulax_austeni",0
"2831","Garrulax_strepitans",0
"2832","Garrulax_cineraceus",1
"2833","Garrulax_cinereifrons",1
"2834","Garrulax_taewanus",0
"2835","Garrulax_canorus",1
"2836","Garrulax_monileger",1
"2837","Garrulax_leucolophus",1
"2838","Garrulax_konkakinhensis",0
"2839","Garrulax_bieti",1
"2840","Turdoides_tenebrosa",1
"2841","Phyllanthus_atripennis",0
"2842","Kupeornis_rufocinctus",1
"2843","Kupeornis_gilberti",0
"2844","Turdoides_earlei",0
"2845","Turdoides_nipalensis",1
"2846","Turdoides_caudata",1
"2847","Turdoides_leucocephala",0
"2848","Turdoides_fulva",1
"2849","Turdoides_rufescens",1
"2850","Turdoides_bicolor",0
"2851","Turdoides_plebejus",1
"2852","Turdoides_jardineii",1
"2853","Turdoides_sharpei",1
"2854","Turdoides_gularis",0
"2855","Turdoides_reinwardii",1
"2856","Strophocincla_cachinnans",1
"2857","Strophocincla_fairbanki",1
"2858","Turdoides_affinis",1
"2859","Turdoides_squamiceps",1
"2860","Turdoides_longirostris",0
"2861","Turdoides_hartlaubii",0
"2862","Turdoides_subrufa",1
"2863","Turdoides_malcolmi",1
"2864","Turdoides_gymnogenys",0
"2865","Turdoides_melanops",1
"2866","Turdoides_aylmeri",1
"2867","Turdoides_striata",1
"2868","Turdoides_altirostris",1
"2869","Turdoides_rubiginosa",1
"2870","Garrulax_affinis",1
"2871","Garrulax_morrisonianus",1
"2872","Garrulax_variegatus",1
"2873","Garrulax_erythrocephalus",1
"2874","Garrulax_courtoisi",0
"2875","Garrulax_sukatschewi",1
"2876","Garrulax_rufifrons",1
"2877","Garrulax_milnei",1
"2878","Garrulax_nuchalis",0
"2879","Garrulax_palliatus",1
"2880","Garrulax_calvus",0
"2881","Garrulax_squamatus",1
"2882","Garrulax_gularis",1
"2883","Garrulax_subunicolor",1
"2884","Garrulax_lineatus",1
"2885","Garrulax_virgatus",0
"2886","Leiothrix_argentauris",1
"2887","Leiothrix_lutea",1
"2888","Actinodura_nipalensis",1
"2889","Actinodura_morrisoniana",1
"2890","Actinodura_waldeni",1
"2891","Actinodura_souliei",0
"2892","Minla_cyanouroptera",1
"2893","Minla_strigula",1
"2894","Minla_ignotincta",0
"2895","Actinodura_egertoni",1
"2896","Liocichla_phoenicea",1
"2897","Liocichla_omeiensis",1
"2898","Liocichla_steerii",1
"2899","Liocichla_bugunorum",1
"2900","Heterophasia_capistrata",1
"2901","Heterophasia_pulchella",1
"2902","Heterophasia_desgodinsi",1
"2903","Heterophasia_melanoleuca",1
"2904","Heterophasia_annectens",0
"2905","Heterophasia_gracilis",1
"2906","Heterophasia_picaoides",1
"2907","Heterophasia_auricularis",1
"2908","Robsonius_sorsogonensis",0
"2909","Robsonius_rabori",0
"2910","Malacopteron_magnum",0
"2911","Malacopteron_magnirostre",0
"2912","Malacopteron_affine",0
"2913","Malacopteron_cinereum",1
"2914","Illadopsis_rufescens",0
"2915","Illadopsis_puveli",0
"2916","Ptyrticus_turdinus",0
"2917","Illadopsis_albipectus",0
"2918","Illadopsis_cleaveri",0
"2919","Illadopsis_fulvescens",0
"2920","Illadopsis_pyrrhoptera",1
"2921","Illadopsis_rufipennis",0
"2922","Pellorneum_capistratum",0
"2923","Pellorneum_fuscocapillus",0
"2924","Pellorneum_ruficeps",0
"2925","Pellorneum_albiventre",0
"2926","Leonardina_woodi",0
"2927","Trichastoma_rostratum",0
"2928","Trichastoma_tickelli",0
"2929","Trichastoma_buettikoferi",0
"2930","Trichastoma_pyrrogenys",0
"2931","Trichastoma_bicolor",0
"2932","Trichastoma_celebense",0
"2933","Kenopia_striata",0
"2934","Napothera_brevicaudata",0
"2935","Napothera_crassa",0
"2936","Napothera_epilepidota",0
"2937","Gypsophila_crispifrons",0
"2938","Jabouilleia_danjoui",0
"2939","Rimator_malacoptilus",0
"2940","Rimator_albostriatus",0
"2941","Malacocincla_malaccensis",0
"2942","Malacocincla_sepiaria",0
"2943","Malacocincla_abbotti",0
"2944","Gampsorhynchus_torquatus",0
"2945","Gampsorhynchus_rufulus",0
"2946","Turdinus_macrodactylus",0
"2947","Turdinus_rufipectus",0
"2948","Turdinus_marmorata",1
"2949","Graminicola_bengalensis",0
"2950","Alcippe_poioicephala",0
"2951","Parophasma_galinieri",1
"2952","Lioptilus_nigricapillus",1
"2953","Crocias_albonotatus",1
"2954","Crocias_langbianis",0
"2955","Sylvia_minula",0
"2956","Sylvia_nana",1
"2957","Sylvia_althaea",1
"2958","Sylvia_nisoria",1
"2959","Sylvia_layardi",1
"2960","Sylvia_boehmi",1
"2961","Sylvia_subcaerulea",1
"2962","Sylvia_curruca",1
"2963","Sylvia_leucomelaena",1
"2964","Sylvia_hortensis",1
"2965","Sylvia_buryi",1
"2966","Sylvia_lugens",1
"2967","Sylvia_deserticola",1
"2968","Sylvia_undata",1
"2969","Sylvia_sarda",0
"2970","Sylvia_communis",1
"2971","Sylvia_conspicillata",1
"2972","Sylvia_cantillans",1
"2973","Sylvia_mystacea",1
"2974","Sylvia_melanocephala",1
"2975","Sylvia_rueppelli",1
"2976","Sylvia_melanothorax",1
"2977","Sylvia_atricapilla",1
"2978","Sylvia_borin",1
"2979","Horizorhinus_dohrni",1
"2980","Pseudoalcippe_abyssinica",1
"2981","Paradoxornis_unicolor",0
"2982","Paradoxornis_zappeyi",0
"2983","Paradoxornis_gularis",0
"2984","Paradoxornis_brunneus",0
"2985","Paradoxornis_guttaticollis",1
"2986","Paradoxornis_davidianus",0
"2987","Paradoxornis_nipalensis",0
"2988","Paradoxornis_fulvifrons",0
"2989","Paradoxornis_ruficeps",1
"2990","Paradoxornis_margaritae",0
"2991","Paradoxornis_heudei",0
"2992","Paradoxornis_flavirostris",1
"2993","Chamaea_fasciata",1
"2994","Paradoxornis_przewalskii",0
"2995","Paradoxornis_atrosuperciliaris",0
"2996","Paradoxornis_verreauxi",0
"2997","Paradoxornis_webbianus",1
"2998","Paradoxornis_alphonsianus",0
"2999","Paradoxornis_paradoxus",0
"3000","Alcippe_ruficapilla",0
"3001","Alcippe_striaticollis",0
"3002","Alcippe_cinereiceps",0
"3003","Alcippe_manipurensis",0
"3004","Alcippe_formosana",0
"3005","Alcippe_vinipectus",1
"3006","Conostoma_oemodium",1
"3007","Chrysomma_poecilotis",0
"3008","Chrysomma_altirostre",0
"3009","Chrysomma_sinense",1
"3010","Alcippe_chrysotis",1
"3011","Alcippe_variegaticeps",0
"3012","Alcippe_grotei",1
"3013","Alcippe_brunneicauda",1
"3014","Alcippe_peracensis",1
"3015","Alcippe_morrisonia",1
"3016","Alcippe_klossi",0
"3017","Alcippe_brunnea",0
"3018","Alcippe_dubia",0
"3019","Alcippe_pyrrhoptera",0
"3020","Alcippe_castaneceps",0
"3021","Alcippe_cinerea",0
"3022","Alcippe_rufogularis",0
"3023","Andropadus_gracilirostris",1
"3024","Calyptocichla_serina",1
"3025","Andropadus_importunus",1
"3026","Neolestes_torquatus",1
"3027","Bleda_syndactylus",1
"3028","Bleda_eximius",0
"3029","Bleda_canicapillus",1
"3030","Bleda_notatus",1
"3031","Baeopogon_indicator",1
"3032","Baeopogon_clamans",1
"3033","Chlorocichla_laetissima",1
"3034","Chlorocichla_flaviventris",1
"3035","Chlorocichla_prigoginei",1
"3036","Chlorocichla_flavicollis",1
"3037","Chlorocichla_falkensteini",1
"3038","Chlorocichla_simplex",1
"3039","Ixonotus_guttatus",1
"3040","Thescelocichla_leucopleura",1
"3041","Andropadus_milanjensis",1
"3042","Andropadus_tephrolaemus",1
"3043","Andropadus_masukuensis",1
"3044","Andropadus_nigriceps",1
"3045","Andropadus_montanus",1
"3046","Phyllastrephus_fischeri",0
"3047","Phyllastrephus_cabanisi",1
"3048","Phyllastrephus_leucolepis",1
"3049","Phyllastrephus_fulviventris",0
"3050","Phyllastrephus_cerviniventris",1
"3051","Phyllastrephus_poensis",1
"3052","Phyllastrephus_strepitans",1
"3053","Phyllastrephus_terrestris",1
"3054","Pyrrhurus_scandens",1
"3055","Phyllastrephus_debilis",0
"3056","Phyllastrephus_poliocephalus",0
"3057","Phyllastrephus_icterinus",1
"3058","Phyllastrephus_albigularis",1
"3059","Phyllastrephus_xavieri",1
"3060","Phyllastrephus_lorenzi",0
"3061","Phyllastrephus_hypochloris",1
"3062","Phyllastrephus_flavostriatus",1
"3063","Andropadus_ansorgei",1
"3064","Andropadus_gracilis",1
"3065","Andropadus_curvirostris",1
"3066","Andropadus_latirostris",1
"3067","Andropadus_virens",1
"3068","Criniger_ndussumensis",1
"3069","Criniger_calurus",1
"3070","Criniger_chloronotus",1
"3071","Criniger_barbatus",1
"3072","Criniger_olivaceus",1
"3073","Pycnonotus_leucotis",1
"3074","Pycnonotus_striatus",1
"3075","Pycnonotus_urostictus",1
"3076","Pycnonotus_bimaculatus",1
"3077","Pycnonotus_atriceps",1
"3078","Pycnonotus_penicillatus",1
"3079","Pycnonotus_eutilotus",1
"3080","Pycnonotus_xanthopygos",1
"3081","Pycnonotus_leucogrammicus",1
"3082","Pycnonotus_melanoleucos",1
"3083","Pycnonotus_zeylanicus",1
"3084","Pycnonotus_finlaysoni",1
"3085","Pycnonotus_simplex",1
"3086","Pycnonotus_cafer",1
"3087","Pycnonotus_blanfordi",1
"3088","Pycnonotus_brunneus",1
"3089","Pycnonotus_plumosus",1
"3090","Pycnonotus_aurigaster",1
"3091","Pycnonotus_flavescens",1
"3092","Pycnonotus_priocephalus",1
"3093","Pycnonotus_jocosus",1
"3094","Pycnonotus_goiavier",1
"3095","Pycnonotus_barbatus",1
"3096","Pycnonotus_nigricans",1
"3097","Pycnonotus_leucogenys",1
"3098","Pycnonotus_capensis",1
"3099","Pycnonotus_xanthorrhous",1
"3100","Pycnonotus_taivanus",1
"3101","Pycnonotus_sinensis",1
"3102","Spizixos_canifrons",1
"3103","Spizixos_semitorques",1
"3104","Pycnonotus_hualon",1
"3105","Pycnonotus_squamatus",1
"3106","Pycnonotus_luteolus",1
"3107","Pycnonotus_tympanistrigus",1
"3108","Pycnonotus_cyaniventris",1
"3109","Pycnonotus_melanicterus",1
"3110","Pycnonotus_xantholaemus",1
"3111","Pycnonotus_erythropthalmos",1
"3112","Tricholestes_criniger",1
"3113","Iole_propinqua",1
"3114","Iole_olivacea",1
"3115","Iole_virescens",1
"3116","Iole_indica",1
"3117","Ixos_palawanensis",1
"3118","Hemixos_castanonotus",1
"3119","Hemixos_flavala",1
"3120","Hypsipetes_mcclellandii",1
"3121","Ixos_malaccensis",1
"3122","Hypsipetes_thompsoni",0
"3123","Ixos_everetti",1
"3124","Ixos_rufigularis",0
"3125","Ixos_philippinus",1
"3126","Hypsipetes_leucocephalus",1
"3127","Hypsipetes_parvirostris",1
"3128","Hypsipetes_crassirostris",1
"3129","Hypsipetes_olivaceus",1
"3130","Hypsipetes_madagascariensis",1
"3131","Hypsipetes_borbonicus",1
"3132","Hypsipetes_virescens",1
"3133","Ixos_amaurotis",1
"3134","Setornis_criniger",1
"3135","Alophoixus_ochraceus",1
"3136","Alophoixus_pallidus",1
"3137","Alophoixus_finschii",1
"3138","Alophoixus_bres",0
"3139","Alophoixus_phaeocephalus",1
"3140","Alophoixus_flaveolus",1
"3141","Bernieria_tenebrosa",0
"3142","Bernieria_zosterops",0
"3143","Bernieria_apperti",0
"3144","Bernieria_cinereiceps",0
"3145","Bernieria_madagascariensis",0
"3146","Leptopoecile_sophiae",1
"3147","Leptopoecile_elegans",0
"3148","Psaltria_exilis",0
"3149","Psaltriparus_minimus",1
"3150","Aegithalos_niveogularis",0
"3151","Aegithalos_fuliginosus",1
"3152","Aegithalos_iouschistos",0
