carotenoide,JETZ,IOC,Name,HBW,Familia,frugivoro
0,Monticola rufiventris,Monticola rufiventris,Monticola_rufiventris,,Muscicapidae,1
0,Monticola gularis,Monticola gularis,Monticola_gularis,,Muscicapidae,0
0,Myrmecocichla tholloni,Myrmecocichla tholloni,Myrmecocichla_tholloni,,Muscicapidae,0
0,Monticola solitarius,Monticola solitarius,Monticola_solitarius,,Muscicapidae,1
0,Monticola saxatilis,Monticola saxatilis,Monticola_saxatilis,,Muscicapidae,1
0,Monticola angolensis,Monticola angolensis,Monticola_angolensis,,Muscicapidae,0
0,Monticola rupestris,Monticola rupestris,Monticola_rupestris,,Muscicapidae,1
0,Monticola sharpei,Monticola sharpei,Monticola_sharpei,,Muscicapidae,1
0,Monticola imerinus,Monticola imerina,Monticola_imerinus,,Muscicapidae,1
0,Monticola explorator,Monticola explorator,Monticola_explorator,,Muscicapidae,1
0,Xenocopsychus ansorgei,Xenocopsychus ansorgei,Xenocopsychus_ansorgei,,Muscicapidae,0
0,Monticola brevipes,Monticola brevipes,Monticola_brevipes,,Muscicapidae,1
0,Oenanthe bifasciata,Campicoloides bifasciatus,Oenanthe_bifasciata,,Muscicapidae,0
0,Cercomela schlegelii,Emarginata schlegelii,Cercomela_schlegelii,,Muscicapidae,0
0,Cercomela sinuata,Emarginata sinuata,Cercomela_sinuata,,Muscicapidae,1
0,Cercomela tractrac,Emarginata tractrac,Cercomela_tractrac,,Muscicapidae,0
0,Myrmecocichla albifrons,Pentholaea albifrons,Myrmecocichla_albifrons,Oenanthe albifrons,Muscicapidae,0
0,Myrmecocichla aethiops,Myrmecocichla aethiops,Myrmecocichla_aethiops,,Muscicapidae,1
0,Oenanthe monticola,Oenanthe monticola,Oenanthe_monticola,,Muscicapidae,0
0,Myrmecocichla nigra,Myrmecocichla nigra,Myrmecocichla_nigra,,Muscicapidae,1
0,Myrmecocichla melaena,Myrmecocichla melaena,Myrmecocichla_melaena,,Muscicapidae,0
0,Myrmecocichla arnoti,Pentholaea arnotti,Myrmecocichla_arnoti,,Muscicapidae,0
0,Cercomela sordida,Pinarochroa sordida,Cercomela_sordida,,Muscicapidae,0
0,Myrmecocichla cinnamomeiventris,Thamnolaea cinnamomeiventris,Myrmecocichla_cinnamomeiventris,,Muscicapidae,1
0,Oenanthe phillipsi,Oenanthe phillipsi,Oenanthe_phillipsi,,Muscicapidae,0
0,Oenanthe moesta,Oenanthe moesta,Oenanthe_moesta,,Muscicapidae,0
0,Oenanthe leucura,Oenanthe leucura,Oenanthe_leucura,,Muscicapidae,1
0,Oenanthe albonigra,Oenanthe albonigra,Oenanthe_albonigra,,Muscicapidae,0
0,Oenanthe leucopyga,Oenanthe leucopyga,Oenanthe_leucopyga,,Muscicapidae,1
0,Oenanthe lugens,Oenanthe lugens,Oenanthe_lugens,,Muscicapidae,1
0,Oenanthe finschii,Oenanthe finschii,Oenanthe_finschii,,Muscicapidae,0
0,Oenanthe xanthoprymna,Oenanthe xanthoprymna,Oenanthe_xanthoprymna,,Muscicapidae,1
0,Oenanthe chrysopygia,Oenanthe chrysopygia,Oenanthe_chrysopygia,,Muscicapidae,0
0,Dioptrornis brunneus,Dioptrornis brunneus,Dioptrornis_brunneus,,Muscicapidae,0
0,Dioptrornis chocolatinus,Dioptrornis chocolatinus,Dioptrornis_chocolatinus,,Muscicapidae,0
0,Dioptrornis fischeri,Dioptrornis fischeri,Dioptrornis_fischeri,,Muscicapidae,1
0,Cercomela fusca,Oenanthe fusca,Cercomela_fusca,,Muscicapidae,0
0,Oenanthe picata,Oenanthe picata,Oenanthe_picata,,Muscicapidae,1
0,Cercomela melanura,Oenanthe melanura,Cercomela_melanura,,Muscicapidae,1
0,Cercomela familiaris,Oenanthe familiaris,Cercomela_familiaris,,Muscicapidae,1
0,Cercomela scotocerca,Oenanthe scotocerca,Cercomela_scotocerca,,Muscicapidae,0
0,Oenanthe oenanthe,Oenanthe oenanthe,Oenanthe_oenanthe,,Muscicapidae,1
0,Oenanthe isabellina,Oenanthe isabellina,Oenanthe_isabellina,,Muscicapidae,0
0,Oenanthe pileata,Oenanthe pileata,Oenanthe_pileata,,Muscicapidae,0
0,Myrmecocichla formicivora,Myrmecocichla formicivora,Myrmecocichla_formicivora,,Muscicapidae,1
0,Oenanthe deserti,Oenanthe deserti,Oenanthe_deserti,,Muscicapidae,0
0,Oenanthe monacha,Oenanthe monacha,Oenanthe_monacha,,Muscicapidae,0
0,Oenanthe pleschanka,Oenanthe pleschanka,Oenanthe_pleschanka,,Muscicapidae,1
0,Oenanthe hispanica,Oenanthe hispanica,Oenanthe_hispanica,,Muscicapidae,1
0,Oenanthe cypriaca,Oenanthe cypriaca,Oenanthe_cypriaca,,Muscicapidae,0
0,Saxicola leucurus,Saxicola leucurus,Saxicola_leucurus,,Muscicapidae,0
0,Saxicola tectes,Saxicola tectes,Saxicola_tectes,,Muscicapidae,1
0,Saxicola torquatus,Saxicola torquatus,Saxicola_torquatus,,Muscicapidae,1
0,Saxicola dacotiae,Saxicola dacotiae,Saxicola_dacotiae,,Muscicapidae,1
0,Saxicola caprata,Saxicola caprata,Saxicola_caprata,,Muscicapidae,1
0,Saxicola insignis,Saxicola insignis,Saxicola_insignis,,Muscicapidae,0
0,Saxicola jerdoni,Saxicola jerdoni,Saxicola_jerdoni,,Muscicapidae,0
0,Saxicola macrorhynchus,Saxicola macrorhynchus,Saxicola_macrorhynchus,,Muscicapidae,0
0,Saxicola ferreus,Saxicola ferreus,Saxicola_ferreus,,Muscicapidae,0
0,Saxicola gutturalis,Saxicola gutturalis,Saxicola_gutturalis,,Muscicapidae,0
0,Saxicola rubetra,Saxicola rubetra,Saxicola_rubetra,,Muscicapidae,1
1,Ficedula narcissina,Ficedula narcissina,Ficedula_narcissina,,Muscicapidae,1
1,Ficedula zanthopygia,Ficedula zanthopygia,Ficedula_zanthopygia,,Muscicapidae,1
0,Cyornis turcosus,Cyornis turcosus,Cyornis_turcosus,,Muscicapidae,0
0,Ficedula hodgsonii,Ficedula hodgsonii,Ficedula_hodgsonii,,Muscicapidae,0
0,Rhinomyias gularis,Rhinomyias gularis,Rhinomyias_gularis,,Muscicapidae,0
0,Cyornis hyacinthinus,Cyornis hyacinthinus,Cyornis_hyacinthinus,,Muscicapidae,0
0,Ficedula mugimaki,Ficedula mugimaki,Ficedula_mugimaki,,Muscicapidae,1
0,Monticola rufocinereus,Monticola rufocinereus,Monticola_rufocinereus,,Muscicapidae,1
0,Ficedula crypta,Ficedula crypta,Ficedula_crypta,,Muscicapidae,0
0,Ficedula timorensis,Ficedula timorensis,Ficedula_timorensis,,Muscicapidae,0
0,Ficedula harterti,Ficedula harterti,Ficedula_harterti,,Muscicapidae,0
0,Ficedula dumetoria,Ficedula dumetoria,Ficedula_dumetoria,,Muscicapidae,0
0,Ficedula platenae,Ficedula platenae,Ficedula_platenae,,Muscicapidae,0
0,Ficedula bonthaina,Ficedula bonthaina,Ficedula_bonthaina,,Muscicapidae,0
0,Ficedula buruensis,Ficedula buruensis,Ficedula_buruensis,,Muscicapidae,0
0,Ficedula subrubra,Ficedula subrubra,Ficedula_subrubra,,Muscicapidae,0
0,Ficedula albicilla,Ficedula albicilla,Ficedula_albicilla,,Muscicapidae,0
0,Ficedula parva,Ficedula parva,Ficedula_parva,,Muscicapidae,0
0,Ficedula basilanica,Ficedula basilanica,Ficedula_basilanica,,Muscicapidae,0
0,Cyornis sanfordi,Cyornis sanfordi,Cyornis_sanfordi,,Muscicapidae,0
0,Ficedula hypoleuca,Ficedula hypoleuca,Ficedula_hypoleuca,,Muscicapidae,1
0,Ficedula albicollis,Ficedula albicollis,Ficedula_albicollis,,Muscicapidae,1
0,Rhinomyias albigularis,Rhinomyias albigularis,Rhinomyias_albigularis,,Muscicapidae,0
0,Ficedula semitorquata,Ficedula semitorquata,Ficedula_semitorquata,,Muscicapidae,0
0,Ficedula superciliaris,Ficedula superciliaris,Ficedula_superciliaris,,Muscicapidae,0
0,Cyornis herioti,Cyornis herioti,Cyornis_herioti,,Muscicapidae,0
0,Ficedula rufigula,Ficedula rufigula,Ficedula_rufigula,,Muscicapidae,0
0,Ficedula westermanni,Ficedula westermanni,Ficedula_westermanni,,Muscicapidae,0
0,Ficedula sapphira,Ficedula sapphira,Ficedula_sapphira,,Muscicapidae,0
0,Ficedula strophiata,Ficedula strophiata,Ficedula_strophiata,,Muscicapidae,0
0,Cyornis hoevelli,Cyornis hoevelli,Cyornis_hoevelli,,Muscicapidae,0
0,Ficedula tricolor,Ficedula tricolor,Ficedula_tricolor,,Muscicapidae,0
0,Cyornis magnirostris,Cyornis magnirostris,Cyornis_magnirostris,,Muscicapidae,0
0,Ficedula hyperythra,Ficedula hyperythra,Ficedula_hyperythra,,Muscicapidae,1
0,Enicurus schistaceus,Enicurus schistaceus,Enicurus_schistaceus,,Muscicapidae,0
0,Enicurus immaculatus,Enicurus immaculatus,Enicurus_immaculatus,,Muscicapidae,0
0,Enicurus velatus,Enicurus velatus,Enicurus_velatus,,Muscicapidae,0
0,Enicurus scouleri,Enicurus scouleri,Enicurus_scouleri,,Muscicapidae,0
0,Enicurus ruficapillus,Enicurus ruficapillus,Enicurus_ruficapillus,,Muscicapidae,0
0,Enicurus maculatus,Enicurus maculatus,Enicurus_maculatus,,Muscicapidae,0
0,Enicurus leschenaulti,Enicurus leschenaulti,Enicurus_leschenaulti,,Muscicapidae,0
0,Myophonus glaucinus,Myophonus glaucinus,Myophonus_glaucinus,,Turdidae,1
0,Myophonus castaneus,Myophonus castaneus,Myophonus_castaneus,,Turdidae,0
0,Myophonus caeruleus,Myophonus caeruleus,Myophonus_caeruleus,,Turdidae,1
0,Myophonus robinsoni,Myophonus robinsoni,Myophonus_robinsoni,,Turdidae,0
0,Myophonus borneensis,Myophonus borneensis,Myophonus_borneensis,,Turdidae,1
0,Myophonus melanurus,Myophonus melanurus,Myophonus_melanurus,,Turdidae,1
0,Myophonus horsfieldii,Myophonus horsfieldii,Myophonus_horsfieldii,,Turdidae,1
0,Myophonus blighi,Myophonus blighi,Myophonus_blighi,,Turdidae,0
0,Cinclidium leucurum,Myiomela leucura,Cinclidium_leucurum,,Muscicapidae,1
0,Cinclidium diana,Myiomela diana,Cinclidium_diana,,Muscicapidae,0
0,Luscinia megarhynchos,Luscinia megarhynchos,Luscinia_megarhynchos,,Muscicapidae,1
0,Luscinia luscinia,Luscinia luscinia,Luscinia_luscinia,,Muscicapidae,1
0,Luscinia svecica,Luscinia svecica,Luscinia_svecica,Cyanecula_svecica,Muscicapidae,1
0,Hodgsonius phaenicuroides,Hodgsonius phoenicuroides,Hodgsonius_phaenicuroides,,Muscicapidae,1
0,Irania gutturalis,Irania gutturalis,Irania_gutturalis,,Muscicapidae,1
1,Erithacus rubecula,Erithacus rubecula,Erithacus_rubecula,,Muscicapidae,1
0,Luscinia sibilans,Luscinia sibilans,Luscinia_sibilans,Larvivora sibilans,Muscicapidae,0
1,Luscinia pectardens,Luscinia pectardens,Luscinia_pectardens,Calliope pectardens,Muscicapidae,0
0,Luscinia brunnea,Luscinia brunnea,Luscinia_brunnea,Larvivora brunnea,Muscicapidae,0
0,Luscinia cyane,Luscinia cyane,Luscinia_cyane,Larvivora cyane,Muscicapidae,1
0,Brachypteryx leucophrys,Brachypteryx leucophris,Brachypteryx_leucophrys,,Turdidae,0
0,Brachypteryx stellata,Heteroxenicus stellatus,Brachypteryx_stellata,,Turdidae,0
0,Brachypteryx hyperythra,Brachypteryx hyperythra,Brachypteryx_hyperythra,,Turdidae,0
0,Brachypteryx montana,Brachypteryx montana,Brachypteryx_montana,,Turdidae,0
0,Rhinomyias insignis,Rhinomyias insignis,Rhinomyias_insignis,,Muscicapidae,0
0,Heinrichia calligyna,Heinrichia calligyna,Heinrichia_calligyna,,Turdidae,0
0,Ficedula monileger,Anthipes monileger,Ficedula_monileger,,Muscicapidae,0
0,Cyornis lemprieri,Cyornis lemprieri,Cyornis_lemprieri,,Muscicapidae,0
0,Cyornis unicolor,Cyornis unicolor,Cyornis_unicolor,,Muscicapidae,0
0,Cyornis rubeculoides,Cyornis rubeculoides,Cyornis_rubeculoides,,Muscicapidae,0
0,Rhinomyias ruficauda,Rhinomyias ruficauda,Rhinomyias_ruficauda,,Muscicapidae,0
0,Cyornis caerulatus,Cyornis caerulatus,Cyornis_caerulatus,,Muscicapidae,0
0,Cyornis rufigastra,Cyornis rufigastra,Cyornis_rufigastra,,Muscicapidae,0
0,Rhinomyias umbratilis,Rhinomyias umbratilis,Rhinomyias_umbratilis,,Muscicapidae,0
0,Cyornis banyumas,Cyornis banyumas,Cyornis_banyumas,,Muscicapidae,0
0,Rhinomyias colonus,Rhinomyias colonus,Rhinomyias_colonus,,Muscicapidae,0
0,Cyornis superbus,Cyornis superbus,Cyornis_superbus,,Muscicapidae,0
0,Rhinomyias olivaceus,Rhinomyias olivaceus,Rhinomyias_olivaceus,,Muscicapidae,0
0,Cyornis poliogenys,Cyornis poliogenys,Cyornis_poliogenys,,Muscicapidae,0
0,Niltava grandis,Niltava grandis,Niltava_grandis,,Muscicapidae,1
0,Niltava davidi,Niltava davidi,Niltava_davidi,,Muscicapidae,1
0,Niltava sundara,Niltava sundara,Niltava_sundara,,Muscicapidae,1
0,Niltava macgrigoriae,Niltava macgrigoriae,Niltava_macgrigoriae,,Muscicapidae,1
0,Niltava vivida,Niltava vivida,Niltava_vivida,,Muscicapidae,1
0,Niltava sumatrana,Niltava sumatrana,Niltava_sumatrana,,Muscicapidae,1
0,Eumyias sordidus,Eumyias sordidus,Eumyias_sordidus,,Muscicapidae,1
0,Rhinomyias oscillans,Rhinomyias oscillans,Rhinomyias_oscillans,,Muscicapidae,1
0,Eumyias thalassinus,Eumyias thalassinus,Eumyias_thalassinus,,Muscicapidae,1
0,Rhinomyias additus,Rhinomyias additus,Rhinomyias_additus,Eumyias additus,Muscicapidae,1
0,Eumyias panayensis,Eumyias panayensis,Eumyias_panayensis,,Muscicapidae,0
0,Eumyias indigo,Eumyias indigo,Eumyias_indigo,,Muscicapidae,1
0,Eumyias albicaudatus,Eumyias albicaudatus,Eumyias_albicaudatus,,Muscicapidae,1
0,Cyanoptila cyanomelana,Cyanoptila cyanomelana,Cyanoptila_cyanomelana,,Muscicapidae,1
0,Cyornis tickelliae,Cyornis tickelliae,Cyornis_tickelliae,,Muscicapidae,0
0,Rhinomyias brunneatus,Rhinomyias brunneatus,Rhinomyias_brunneatus,,Muscicapidae,0
0,Cyornis concretus,Cyornis concretus,Cyornis_concretus,,Muscicapidae,0
0,Ficedula henrici,Ficedula henrici,Ficedula_henrici,,Muscicapidae,0
0,Ficedula nigrorufa,Ficedula nigrorufa,Ficedula_nigrorufa,,Muscicapidae,0
0,Copsychus sechellarum,Copsychus sechellarum,Copsychus_sechellarum,,Muscicapidae,1
0,Copsychus saularis,Copsychus saularis,Copsychus_saularis,,Muscicapidae,1
0,Cyornis hainanus,Cyornis hainanus,Cyornis_hainanus,,Muscicapidae,0
0,Copsychus albospecularis,Copsychus albospecularis,Copsychus_albospecularis,,Muscicapidae,1
0,Saxicoloides fulicatus,Saxicoloides fulicatus,Saxicoloides_fulicatus,,Muscicapidae,0
0,Trichixos pyrropygus,Trichixos pyrropygus,Trichixos_pyrropygus,,Muscicapidae,0
0,Copsychus cebuensis,Copsychus cebuensis,Copsychus_cebuensis,Kittacincla cebuensis_,Muscicapidae,0
0,Copsychus malabaricus,Copsychus malabaricus,Copsychus_malabaricus,Kittacincla malabarica,Muscicapidae,1
0,Humblotia flavirostris,Humblotia flavirostris,Humblotia_flavirostris,,Muscicapidae,0
0,Copsychus luzoniensis,Copsychus luzoniensis,Copsychus_luzoniensis,Kittacincla luzoniensis,Muscicapidae,0
0,Cyornis omissus,Cyornis omissus,Cyornis_omissus,,Muscicapidae,0
0,Erythropygia paena,Erythropygia paena,Erythropygia_paena,,Muscicapidae,1
0,Erythropygia galactotes,Erythropygia galactotes,Erythropygia_galactotes,Cercotrichas galactotes,Muscicapidae,1
0,Erythropygia hartlaubi,Erythropygia hartlaubi,Erythropygia_hartlaubi,,Muscicapidae,0
0,Erythropygia leucophrys,Erythropygia leucophrys,Erythropygia_leucophrys,Cercotrichas leucophrys,Muscicapidae,1
0,Pinarornis plumosus,Pinarornis plumosus,Pinarornis_plumosus,,Muscicapidae,0
0,Erythropygia quadrivirgata,Erythropygia quadrivirgata,Erythropygia_quadrivirgata,Tychaedon quadrivirgata,Muscicapidae,0
0,Erythropygia barbata,Erythropygia barbata,Erythropygia_barbata,Tychaedon barbata,Muscicapidae,0
0,Erythropygia signata,Erythropygia signata,Erythropygia_signata,Tychaedon signata,Muscicapidae,0
0,Erythropygia leucosticta,Erythropygia leucosticta,Erythropygia_leucosticta,Tychaedon leucosticta,Muscicapidae,0
0,Erythropygia coryphaeus,Erythropygia coryphoeus,Erythropygia_coryphaeus,Tychaedon coryphoeus,Muscicapidae,1
0,Rhinomyias goodfellowi,Rhinomyias goodfellowi,Rhinomyias_goodfellowi,,Muscicapidae,0
0,Muscicapa epulata,Muscicapa epulata,Muscicapa_epulata,,Muscicapidae,1
0,Muscicapa griseisticta,Muscicapa griseisticta,Muscicapa_griseisticta,,Muscicapidae,1
0,Muscicapa boehmi,Muscicapa boehmi,Muscicapa_boehmi,,Muscicapidae,0
0,Muscicapa muttui,Muscicapa muttui,Muscicapa_muttui,,Muscicapidae,0
0,Muscicapa dauurica,Muscicapa dauurica,Muscicapa_dauurica,,Muscicapidae,1
0,Muscicapa ferruginea,Muscicapa ferruginea,Muscicapa_ferruginea,,Muscicapidae,0
0,Muscicapa sibirica,Muscicapa sibirica,Muscicapa_sibirica,,Muscicapidae,0
0,Muscicapa aquatica,Muscicapa aquatica,Muscicapa_aquatica,,Muscicapidae,0
0,Muscicapa cassini,Muscicapa cassini,Muscicapa_cassini,,Muscicapidae,0
0,Muscicapa gambagae,Muscicapa gambagae,Muscicapa_gambagae,,Muscicapidae,0
0,Muscicapa lendu,Muscicapa lendu,Muscicapa_lendu,Fraseria lendu,Muscicapidae,0
0,Muscicapa tessmanni,Muscicapa tessmanni,Muscicapa_tessmanni,Fraseria tessmanni,Muscicapidae,0
0,Muscicapa striata,Muscicapa striata,Muscicapa_striata,,Muscicapidae,1
0,Muscicapa adusta,Muscicapa adusta,Muscicapa_adusta,,Muscicapidae,1
0,Muscicapa comitata,Muscicapa comitata,Muscicapa_comitata,Bradornis comitatus,Muscicapidae,1
0,Muscicapa ussheri,Muscicapa ussheri,Muscicapa_ussheri,Bradornis ussheri,Muscicapidae,0
0,Muscicapa sethsmithi,Muscicapa sethsmithi,Muscicapa_sethsmithi,,Muscicapidae,0
0,Muscicapa segregata,Muscicapa segregata,Muscicapa_segregata,,Muscicapidae,0
0,Muscicapa ruficauda,Muscicapa ruficauda,Muscicapa_ruficauda,,Muscicapidae,0
0,Muscicapa infuscata,Muscicapa infuscata,Muscicapa_infuscata,Bradornis fuliginosus,Muscicapidae,0
0,Muscicapa caerulescens,Muscicapa caerulescens,Muscicapa_caerulescens,Fraseria caerulescens,Muscicapidae,1
0,Muscicapa randi,Muscicapa randi,Muscicapa_randi,,Muscicapidae,0
0,Muscicapa olivascens,Muscicapa olivascens,Muscicapa_olivascens,Fraseria olivascens,Muscicapidae,0
0,Melaenornis edolioides,Melaenornis edolioides,Melaenornis_edolioides,,Muscicapidae,0
0,Melaenornis annamarulae,Melaenornis annamarulae,Melaenornis_annamarulae,,Muscicapidae,0
0,Melaenornis pammelaina,Melaenornis pammelaina,Melaenornis_pammelaina,,Muscicapidae,1
0,Melaenornis ardesiacus,Melaenornis ardesiacus,Melaenornis_ardesiacus,,Muscicapidae,0
0,Sigelus silens,Sigelus silens,Sigelus_silens,,Muscicapidae,1
0,Empidornis semipartitus,Empidornis semipartitus,Empidornis_semipartitus,,Muscicapidae,1
0,Fraseria ocreata,Fraseria ocreata,Fraseria_ocreata,,Muscicapidae,1
0,Fraseria cinerascens,Fraseria cinerascens,Fraseria_cinerascens,,Muscicapidae,1
0,Myioparus plumbeus,Myioparus plumbeus,Myioparus_plumbeus,,Muscicapidae,0
0,Myioparus griseigularis,Myioparus griseigularis,Myioparus_griseigularis,,Muscicapidae,1
0,Namibornis herero,Namibornis herero,Namibornis_herero,Melaenornis herero,Muscicapidae,1
0,Bradornis infuscatus,Bradornis infuscatus,Bradornis_infuscatus,Agricola infuscatus,Muscicapidae,0
0,Bradornis pallidus,Bradornis pallidus,Bradornis_pallidus,Agricola pallidus,Muscicapidae,1
0,Bradornis mariquensis,Bradornis mariquensis,Bradornis_mariquensis,,Muscicapidae,1
0,Bradornis microrhynchus,Bradornis microrhynchus,Bradornis_microrhynchus,,Muscicapidae,0
0,Ficedula disposita,Ficedula disposita,Ficedula_disposita,,Muscicapidae,0
1,Tarsiger chrysaeus,Tarsiger chrysaeus,Tarsiger_chrysaeus,,Muscicapidae,0
1,Tarsiger johnstoniae,Tarsiger johnstoniae,Tarsiger_johnstoniae,,Muscicapidae,0
1,Tarsiger indicus,Tarsiger indicus,Tarsiger_indicus,,Muscicapidae,0
1,Tarsiger hyperythrus,Tarsiger hyperythrus,Tarsiger_hyperythrus,,Muscicapidae,0
1,Tarsiger cyanurus,Tarsiger cyanurus,Tarsiger_cyanurus,,Muscicapidae,1
1,Muscicapella hodgsoni,Muscicapella hodgsoni,Muscicapella_hodgsoni,,Muscicapidae,0
0,Luscinia ruficeps,Luscinia ruficeps,Luscinia_ruficeps,Larvivora ruficeps,Muscicapidae,0
0,Ficedula solitaris,Anthipes solitaris,Ficedula_solitaris,,Muscicapidae,0
0,Polioptila albiloris,Polioptila albiloris,Polioptila_albiloris,,Polioptilidae,0
0,Polioptila nigriceps,Polioptila nigriceps,Polioptila_nigriceps,,Polioptilidae,0
0,Polioptila californica,Polioptila californica,Polioptila_californica,,Polioptilidae,0
0,Polioptila melanura,Polioptila melanura,Polioptila_melanura,,Polioptilidae,0
0,Polioptila guianensis,Polioptila guianensis,Polioptila_guianensis,,Polioptilidae,0
0,Polioptila lactea,Polioptila lactea,Polioptila_lactea,,Polioptilidae,0
0,Polioptila plumbea,Polioptila plumbea,Polioptila_plumbea,,Polioptilidae,0
0,Polioptila schistaceigula,Polioptila schistaceigula,Polioptila_schistaceigula,,Polioptilidae,0
0,Polioptila caerulea,Polioptila caerulea,Polioptila_caerulea,,Polioptilidae,0
0,Polioptila dumicola,Polioptila dumicola,Polioptila_dumicola,,Polioptilidae,0
0,Polioptila clementsi,Polioptila clementsi,Polioptila_clementsi,,Polioptilidae,0
0,Polioptila lembeyei,Polioptila lembeyei,Polioptila_lembeyei,,Polioptilidae,0
0,Microbates cinereiventris,Microbates cinereiventris,Microbates_cinereiventris,,Polioptilidae,0
0,Microbates collaris,Microbates collaris,Microbates_collaris,,Polioptilidae,0
0,Ramphocaenus melanurus,Ramphocaenus melanurus,Ramphocaenus_melanurus,,Polioptilidae,0
0,Catherpes mexicanus,Catherpes mexicanus,Catherpes_mexicanus,,Troglodytidae,0
0,Hylorchilus sumichrasti,Hylorchilus sumichrasti,Hylorchilus_sumichrasti,,Troglodytidae,1
0,Microcerculus marginatus,Microcerculus marginatus,Microcerculus_marginatus,,Troglodytidae,0
0,Microcerculus philomela,Microcerculus philomela,Microcerculus_philomela,,Troglodytidae,0
0,Microcerculus bambla,Microcerculus bambla,Microcerculus_bambla,,Troglodytidae,0
0,Microcerculus ustulatus,Microcerculus ustulatus,Microcerculus_ustulatus,,Troglodytidae,0
0,Salpinctes obsoletus,Salpinctes obsoletus,Salpinctes_obsoletus,,Troglodytidae,0
0,Cistothorus palustris,Cistothorus palustris,Cistothorus_palustris,,Troglodytidae,0
0,Cistothorus platensis,Cistothorus platensis,Cistothorus_platensis,,Troglodytidae,0
0,Cistothorus meridae,Cistothorus meridae,Cistothorus_meridae,,Troglodytidae,0
0,Cistothorus apolinari,Cistothorus apolinari,Cistothorus_apolinari,,Troglodytidae,0
0,Thryorchilus browni,Thryorchilus browni,Thryorchilus_browni,,Troglodytidae,0
0,Troglodytes troglodytes,Troglodytes troglodytes,Troglodytes_troglodytes,,Troglodytidae,1
0,Troglodytes cobbi,Troglodytes cobbi,Troglodytes_cobbi,,Troglodytidae,0
0,Troglodytes rufociliatus,Troglodytes rufociliatus,Troglodytes_rufociliatus,,Troglodytidae,0
0,Troglodytes aedon,Troglodytes aedon,Troglodytes_aedon,,Troglodytidae,0
0,Cinnycerthia olivascens,Cinnycerthia olivascens,Cinnycerthia_olivascens,,Troglodytidae,0
0,Cinnycerthia unirufa,Cinnycerthia unirufa,Cinnycerthia_unirufa,,Troglodytidae,0
0,Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,,Troglodytidae,0
0,Cyphorhinus phaeocephalus,Cyphorhinus phaeocephalus,Cyphorhinus_phaeocephalus,,Troglodytidae,0
0,Cyphorhinus arada,Cyphorhinus arada,Cyphorhinus_arada,,Troglodytidae,1
0,Uropsila leucogastra,Uropsila leucogastra,Uropsila_leucogastra,,Troglodytidae,0
0,Thryothorus rufalbus,Thryophilus rufalbus,Thryothorus_rufalbus,,Troglodytidae,1
0,Thryothorus pleurostictus,Thryophilus pleurostictus,Thryothorus_pleurostictus,,Troglodytidae,0
0,Thryothorus sinaloa,Thryophilus sinaloa,Thryothorus_sinaloa,,Troglodytidae,0
0,Thryothorus rutilus,Pheugopedius rutilus,Thryothorus_rutilus,,Troglodytidae,0
0,Thryothorus maculipectus,Pheugopedius maculipectus,Thryothorus_maculipectus,,Troglodytidae,0
0,Thryothorus felix,Pheugopedius felix,Thryothorus_felix,,Troglodytidae,1
0,Thryothorus eisenmanni,Pheugopedius eisenmanni,Thryothorus_eisenmanni,,Troglodytidae,0
0,Thryothorus sclateri,Pheugopedius sclateri,Thryothorus_sclateri,,Troglodytidae,0
0,Thryothorus genibarbis,Pheugopedius genibarbis,Thryothorus_genibarbis,,Troglodytidae,0
0,Thryothorus coraya,Pheugopedius coraya,Thryothorus_coraya,,Troglodytidae,0
0,Thryothorus euophrys,Pheugopedius euophrys,Thryothorus_euophrys,,Troglodytidae,0
0,Henicorhina leucoptera,Henicorhina leucoptera,Henicorhina_leucoptera,,Troglodytidae,0
0,Henicorhina negreti,Henicorhina negreti,Henicorhina_negreti,,Troglodytidae,0
0,Thryothorus spadix,Pheugopedius spadix,Thryothorus_spadix,,Troglodytidae,0
0,Henicorhina leucophrys,Henicorhina leucophrys,Henicorhina_leucophrys,,Troglodytidae,0
0,Thryothorus thoracicus,Cantorchilus thoracicus,Thryothorus_thoracicus,,Troglodytidae,0
0,Thryothorus leucopogon,Cantorchilus leucopogon,Thryothorus_leucopogon,,Troglodytidae,0
0,Thryothorus nigricapillus,Cantorchilus nigricapillus,Thryothorus_nigricapillus,,Troglodytidae,0
0,Thryothorus semibadius,Cantorchilus semibadius,Thryothorus_semibadius,,Troglodytidae,0
0,Thryothorus leucotis,Cantorchilus leucotis,Thryothorus_leucotis,,Troglodytidae,0
0,Thryothorus longirostris,Cantorchilus longirostris,Thryothorus_longirostris,,Troglodytidae,0
0,Ferminia cerverai,Ferminia cerverai,Ferminia_cerverai,,Troglodytidae,0
0,Thryothorus superciliaris,Cantorchilus superciliaris,Thryothorus_superciliaris,,Troglodytidae,0
0,Thryothorus modestus,Cantorchilus modestus,Thryothorus_modestus,,Troglodytidae,0
0,Thryomanes bewickii,Thryomanes bewickii,Thryomanes_bewickii,,Troglodytidae,0
0,Henicorhina leucosticta,Henicorhina leucosticta,Henicorhina_leucosticta,,Troglodytidae,0
0,Thryothorus ludovicianus,Thryothorus ludovicianus,Thryothorus_ludovicianus,,Troglodytidae,1
