Iteration	Posterior	Likelihood	Prior	alpha	beta	num_events[1]	num_events[2]	rate_pr[1]	rate_pr[2]	root_frequencies[1]	root_frequencies[2]
15170	-2.58058	-7.40359	4.82301	0.003854208	0.0009913873	4.09286	0.525682	79.9637	622.583	0.800248	0.199752
15171	-4.51435	-7.53078	3.01643	0.003854208	0.0009913873	13.5452	0.314536	24.1621	1040.52	0.648283	0.351717
15172	-3.34662	-7.36216	4.01554	0.003854208	0.0009913873	8.07992	0.300794	40.5054	1088.06	0.854055	0.145945
15173	-2.38195	-7.33804	4.95609	0.003854208	0.0009913873	4.04174	0.300794	80.9752	1088.06	0.886438	0.113562
15174	-2.9239	-7.44746	4.52356	0.003854208	0.0009913873	2.60124	0.110086	125.817	2972.96	0.745638	0.254362
15175	-2.77888	-7.28154	4.50266	0.003854208	0.0009913873	0.728808	0.0984868	449.063	3323.09	0.965395	0.0346046
15176	-1.90728	-7.3103	5.40302	0.003854208	0.0009913873	0.728808	0.595591	449.063	549.506	0.924649	0.0753507
15177	-3.16081	-7.37501	4.2142	0.003854208	0.0009913873	4.54132	1.1229	72.0672	291.461	0.837124	0.162876
15178	-5.3753	-7.37501	1.99971	0.003854208	0.0009913873	5.25472	6.42057	62.2831	50.9737	0.837124	0.162876
15179	-3.93181	-7.65627	3.72446	0.003854208	0.0009913873	3.49324	2.48814	93.6897	131.536	0.516162	0.483838
15180	-3.48509	-7.77035	4.28527	0.003854208	0.0009913873	3.49324	1.43371	93.6897	228.275	0.40961	0.59039
15181	-3.34885	-7.51845	4.1696	0.003854208	0.0009913873	2.08241	2.41893	157.164	135.3	0.662188	0.337812
15182	-3.4252	-7.87881	4.45361	0.003854208	0.0009913873	5.93813	0.400626	55.115	816.922	0.318991	0.681009
15183	-2.43747	-7.8523	5.41483	0.003854208	0.0009913873	2.43628	0.341187	134.336	959.242	0.34024	0.65976
15184	-3.20436	-7.35362	4.14926	0.003854208	0.0009913873	4.56855	1.20332	71.6377	271.982	0.865439	0.134561
15185	-3.07229	-7.29274	4.22045	0.003854208	0.0009913873	3.98426	1.32477	82.1434	247.046	0.949387	0.0506132
15186	-3.13112	-7.71753	4.58641	0.003854208	0.0009913873	2.20365	1.5575	148.517	210.132	0.457435	0.542565
15187	-4.46097	-7.61645	3.15548	0.003854208	0.0009913873	1.71168	5.73022	191.204	57.1148	0.556297	0.443703
15188	-4.07443	-7.45505	3.38062	0.003854208	0.0009913873	1.57905	5.02773	207.265	65.0951	0.736425	0.263575
15189	-4.55082	-7.76605	3.21523	0.003854208	0.0009913873	2.22821	4.98876	146.88	65.6036	0.413411	0.586589
15190	-4.19792	-7.26797	3.07005	0.003854208	0.0009913873	2.43791	5.28248	134.246	61.9559	0.985034	0.0149663
15191	-4.59277	-7.53568	2.94291	0.003854208	0.0009913873	2.66902	5.49481	122.622	59.5617	0.642813	0.357187
15192	-4.32284	-7.59748	3.27464	0.003854208	0.0009913873	2.03612	4.97677	160.737	65.7616	0.575998	0.424002
15193	-4.18414	-7.44386	3.25971	0.003854208	0.0009913873	2.0879	4.97677	156.751	65.7616	0.750029	0.249971
15194	-4.41422	-7.9701	3.55589	0.003854208	0.0009913873	4.23303	2.41241	77.3158	135.666	0.249971	0.750029
15195	-2.83133	-7.84566	5.01433	0.003854208	0.0009913873	1.46921	1.1989	222.759	272.984	0.345657	0.654343
15196	-2.61078	-7.50089	4.89011	0.003854208	0.0009913873	2.37022	1.03864	138.08	315.106	0.682283	0.317717
15197	-2.83564	-7.51072	4.67508	0.003854208	0.0009913873	2.09604	1.46515	156.142	223.377	0.670991	0.329009
15198	-3.47672	-7.7126	4.23588	0.003854208	0.0009913873	0.935289	2.6576	349.924	123.149	0.462029	0.537971
15199	-2.82273	-7.33245	4.50971	0.003854208	0.0009913873	1.01235	2.10155	323.288	155.733	0.894053	0.105947
15200	-4.76401	-7.91524	3.15123	0.003854208	0.0009913873	1.50252	5.9322	217.821	55.1702	0.290693	0.709307
15201	-5.19468	-7.39078	2.1961	0.003854208	0.0009913873	0.593309	8.92166	551.619	36.6838	0.816645	0.183355
15202	-6.28484	-7.64979	1.36495	0.003854208	0.0009913873	0.80713	14.7139	405.487	22.2429	0.522581	0.477419
15203	-6.61409	-7.42995	0.81586	0.003854208	0.0009913873	0.757785	17.9301	431.891	18.2531	0.767144	0.232856
15204	-6.04189	-8.07233	2.03044	0.003854208	0.0009913873	2.22068	10.1176	147.378	32.3476	0.179806	0.820194
15205	-5.79977	-7.5707	1.77093	0.003854208	0.0009913873	3.98093	8.88346	82.2121	36.8416	0.604439	0.395561
15206	-7.31505	-7.89349	0.578437	0.003854208	0.0009913873	9.80586	8.39517	33.376	38.9844	0.307465	0.692535
15207	-6.06002	-7.63219	1.57218	0.003854208	0.0009913873	4.19282	9.57621	78.0574	34.1764	0.540241	0.459759
15208	-8.46603	-7.51365	-0.952382	0.003854208	0.0009913873	5.65677	22.7047	57.8564	14.4147	0.667641	0.332359
15209	-7.56353	-8.04339	0.479858	0.003854208	0.0009913873	5.7346	13.3838	57.0712	24.4535	0.19895	0.80105
15210	-3.77038	-7.33883	3.56845	0.003854208	0.0009913873	1.34705	4.54189	242.962	72.0583	0.885356	0.114644
15211	-5.6474	-7.60567	1.95827	0.003854208	0.0009913873	3.35115	8.82744	97.6621	37.0753	0.56745	0.43255
15212	-5.09222	-7.41092	2.3187	0.003854208	0.0009913873	3.35115	7.19051	97.6621	45.5156	0.790956	0.209044
15213	-4.70099	-7.52811	2.82712	0.003854208	0.0009913873	5.59551	3.35429	58.4898	97.5708	0.651278	0.348722
15214	-4.69095	-7.58472	2.89377	0.003854208	0.0009913873	2.96274	5.35655	110.466	61.0991	0.589457	0.410543
15215	-4.38299	-7.32012	2.93713	0.003854208	0.0009913873	6.67011	2.47664	49.0667	132.147	0.910997	0.0890033
15216	-4.03547	-7.33293	3.29746	0.003854208	0.0009913873	1.09845	5.54868	297.948	58.9835	0.893392	0.106608
15217	-3.85859	-7.33293	3.47434	0.003854208	0.0009913873	3.35194	3.19088	97.6391	102.568	0.893392	0.106608
15218	-3.62141	-7.33461	3.7132	0.003854208	0.0009913873	1.54821	3.96728	211.393	82.495	0.891098	0.108902
15219	-2.05773	-7.33461	5.27688	0.003854208	0.0009913873	2.78395	0.41557	117.56	787.547	0.891098	0.108902
15220	-4.40843	-7.9842	3.57577	0.003854208	0.0009913873	2.38164	3.69735	137.418	88.5176	0.239866	0.760134
15221	-5.43713	-7.34558	1.90845	0.003854208	0.0009913873	12.0391	2.44483	27.1848	133.866	0.876226	0.123774
15222	-3.55687	-7.36769	3.81083	0.003854208	0.0009913873	4.20375	1.91232	77.8545	171.143	0.846741	0.153259
15223	-3.34133	-7.70434	4.36301	0.003854208	0.0009913873	2.2671	1.91724	144.361	170.704	0.469776	0.530224
15224	-2.90566	-7.8529	4.94725	0.003854208	0.0009913873	1.94366	1.12855	168.384	290.001	0.339751	0.660249
15225	-2.66037	-7.48354	4.82317	0.003854208	0.0009913873	1.94366	1.30506	168.384	250.778	0.702478	0.297522
15226	-3.44961	-7.56354	4.11394	0.003854208	0.0009913873	3.38399	1.77183	96.7145	184.714	0.612173	0.387827
15227	-3.86519	-7.26706	3.40187	0.003854208	0.0009913873	1.98156	4.59798	165.163	71.1792	0.986359	0.0136411
15228	-2.44189	-7.29559	4.8537	0.003854208	0.0009913873	2.12468	1.18631	154.037	275.882	0.94535	0.0546504
15229	-2.82335	-7.2904	4.46705	0.003854208	0.0009913873	2.63529	1.54288	124.192	212.124	0.95272	0.0472796
15230	-4.41793	-7.54611	3.12818	0.003854208	0.0009913873	1.98376	5.55663	164.98	58.8991	0.631237	0.368763
15231	-5.18011	-7.28825	2.10814	0.003854208	0.0009913873	1.52609	10.6784	214.457	30.6489	0.955791	0.0442093
15232	-3.8672	-7.29569	3.42849	0.003854208	0.0009913873	2.32341	4.19172	140.862	78.0779	0.945209	0.0547907
15233	-3.31136	-7.47886	4.16751	0.003854208	0.0009913873	2.32341	2.272	140.862	144.05	0.707985	0.292015
15234	-3.38091	-7.29125	3.91034	0.003854208	0.0009913873	1.16301	3.55242	281.408	92.129	0.951506	0.048494
15235	-2.97337	-7.604	4.63063	0.003854208	0.0009913873	1.05621	1.87887	309.863	174.19	0.569188	0.430812
15236	-6.21995	-7.95829	1.73834	0.003854208	0.0009913873	4.75568	8.08197	68.8189	40.4951	0.258552	0.741448
15237	-6.03269	-7.31354	1.28085	0.003854208	0.0009913873	6.74045	8.02869	48.5547	40.7639	0.920125	0.0798752
15238	-8.67013	-7.92678	-0.743348	0.003854208	0.0009913873	18.2184	8.02869	17.9643	40.7639	0.281942	0.718058
15239	-4.91798	-7.50779	2.58981	0.003854208	0.0009913873	10.9043	1.53172	30.014	213.668	0.674341	0.325659
15240	-7.32952	-7.53648	0.206968	0.003854208	0.0009913873	26.5247	1.53172	12.3387	213.668	0.641914	0.358086
15241	-6.83447	-8.09423	1.25977	0.003854208	0.0009913873	12.7352	3.79815	25.6988	86.1685	0.165687	0.834313
15242	-5.08227	-7.58359	2.50132	0.003854208	0.0009913873	4.45643	5.27542	73.4401	62.0387	0.590658	0.409342
15243	-5.03368	-7.85792	2.82425	0.003854208	0.0009913873	2.73871	5.8629	119.502	55.8223	0.335688	0.664312
15244	-5.25845	-7.65295	2.3945	0.003854208	0.0009913873	1.97662	8.67219	165.576	37.7391	0.519445	0.480555
15245	-2.75765	-7.61637	4.85872	0.003854208	0.0009913873	3.1823	0.780015	102.844	419.583	0.556381	0.443619
15246	-4.88413	-7.36883	2.4847	0.003854208	0.0009913873	9.98556	2.02004	32.7754	162.017	0.845245	0.154755
15247	-4.38378	-7.36644	2.98266	0.003854208	0.0009913873	8.00601	1.81337	40.8793	180.482	0.848395	0.151605
15248	-4.53141	-7.98445	3.45304	0.003854208	0.0009913873	5.8539	1.81337	55.9081	180.482	0.23969	0.76031
15249	-2.94066	-7.97352	5.03286	0.003854208	0.0009913873	2.52349	0.803927	129.693	407.102	0.247507	0.752493
15250	-2.66716	-7.94881	5.28164	0.003854208	0.0009913873	1.33281	0.878716	245.556	372.453	0.265514	0.734486
15251	-4.19756	-7.44563	3.24807	0.003854208	0.0009913873	1.33281	5.67745	245.556	57.6457	0.74786	0.25214
15252	-3.14776	-7.75694	4.60918	0.003854208	0.0009913873	0.521923	1.16605	627.067	280.675	0.421513	0.578487
15253	-3.94458	-7.73524	3.79066	0.003854208	0.0009913873	0.343588	1.16605	952.536	280.675	0.441122	0.558878
15254	-4.21826	-7.66964	3.45138	0.003854208	0.0009913873	0.299226	1.08103	1093.76	302.75	0.503034	0.496966
15255	-2.39809	-7.30165	4.90356	0.003854208	0.0009913873	2.09308	1.12994	156.363	289.645	0.93678	0.0632204
15256	-2.75313	-7.49337	4.74024	0.003854208	0.0009913873	4.57468	0.470209	71.5417	696.032	0.690989	0.309011
15257	-2.84685	-8.28299	5.43613	0.003854208	0.0009913873	2.17771	0.229396	150.287	1426.7	0.0559877	0.944012
15258	-2.26156	-7.454	5.19244	0.003854208	0.0009913873	1.99666	0.152658	163.914	2143.87	0.737692	0.262308
15259	-1.79204	-7.47456	5.68252	0.003854208	0.0009913873	1.09173	0.245618	299.783	1332.48	0.713073	0.286927
15260	-2.84894	-7.79637	4.94743	0.003854208	0.0009913873	3.57742	0.196411	91.485	1666.31	0.386971	0.613029
15261	-3.22637	-8.10705	4.88068	0.003854208	0.0009913873	3.57742	0.178858	91.485	1829.84	0.157565	0.842435
15262	-2.79958	-7.4874	4.68783	0.003854208	0.0009913873	4.95363	0.248242	66.0688	1318.39	0.697953	0.302047
15263	-3.32473	-8.00348	4.67874	0.003854208	0.0009913873	3.00015	1.07093	109.088	305.603	0.226272	0.773728
15264	-1.88331	-7.40744	5.52413	0.003854208	0.0009913873	2.05371	0.281574	159.361	1162.32	0.795354	0.204646
15265	-3.6825	-7.62185	3.93936	0.003854208	0.0009913873	8.46011	0.307442	38.6852	1064.53	0.55076	0.44924
15266	-2.94616	-7.99368	5.04752	0.003854208	0.0009913873	2.66754	0.736286	122.69	444.502	0.23315	0.76685
15267	-2.08588	-7.43019	5.34431	0.003854208	0.0009913873	2.36601	0.21171	138.326	1545.89	0.76685	0.23315
15268	-4.62573	-7.99038	3.36464	0.003854208	0.0009913873	11.2969	0.242142	28.9709	1351.61	0.235482	0.764518
15269	-6.56208	-8.02017	1.45809	0.003854208	0.0009913873	21.2466	0.818703	15.4039	399.755	0.214711	0.785289
15270	-4.48051	-7.49815	3.01764	0.003854208	0.0009913873	7.83505	1.81385	41.7714	180.434	0.685444	0.314556
15271	-6.58414	-8.27967	1.69554	0.003854208	0.0009913873	6.75856	6.24257	48.4246	52.4272	0.0577408	0.942259
15272	-7.76202	-7.55815	-0.20387	0.003854208	0.0009913873	20.4831	4.581	15.9781	71.443	0.618035	0.381965
15273	-7.66333	-7.55815	-0.105177	0.003854208	0.0009913873	17.0147	6.10186	19.2351	53.6362	0.618035	0.381965
15274	-4.56828	-7.55262	2.98434	0.003854208	0.0009913873	9.89563	1.21458	33.0732	269.46	0.624078	0.375922
15275	-3.95802	-7.29936	3.34134	0.003854208	0.0009913873	5.63835	2.12304	58.0454	154.157	0.940013	0.0599866
15276	-2.48915	-7.568	5.07885	0.003854208	0.0009913873	1.68424	1.0449	194.32	313.216	0.607353	0.392647
15277	-3.85543	-8.25807	4.40264	0.003854208	0.0009913873	1.38831	2.28805	235.74	143.039	0.0693084	0.930692
15278	-5.14932	-8.35433	3.20501	0.003854208	0.0009913873	1.66044	5.59233	197.104	58.5231	0.0196288	0.980371
15279	-3.93368	-7.27118	3.3375	0.003854208	0.0009913873	7.39774	1.42989	44.2406	228.885	0.980371	0.0196288
15280	-4.92048	-7.78921	2.86873	0.003854208	0.0009913873	9.96226	1.36612	32.852	239.57	0.393145	0.606855
15281	-6.49325	-7.5658	1.07255	0.003854208	0.0009913873	22.7117	1.03886	14.4102	315.039	0.609735	0.390265
15282	-3.57147	-7.36174	3.79028	0.003854208	0.0009913873	3.54187	2.31529	92.4032	141.356	0.854613	0.145387
15283	-6.27043	-7.59545	1.32502	0.003854208	0.0009913873	5.22578	9.49223	62.628	34.4788	0.578122	0.421878
15284	-2.39817	-7.73619	5.33802	0.003854208	0.0009913873	1.11218	0.828973	294.271	394.803	0.440254	0.559746
15285	-3.97428	-7.7661	3.79181	0.003854208	0.0009913873	6.13149	1.17142	53.377	279.388	0.413374	0.586626
15286	-2.8747	-7.47119	4.59649	0.003854208	0.0009913873	1.62514	1.81379	201.386	180.44	0.717074	0.282926
15287	-2.19497	-7.46482	5.26985	0.003854208	0.0009913873	0.782917	0.799355	418.027	409.431	0.724677	0.275323
15288	-2.66055	-7.29726	4.6367	0.003854208	0.0009913873	0.753553	1.6688	434.316	196.117	0.942983	0.0570168
15289	-4.5457	-7.93589	3.39019	0.003854208	0.0009913873	2.5538	4.0977	128.155	79.8693	0.275102	0.724898
15290	-3.90046	-7.93337	4.03291	0.003854208	0.0009913873	2.83374	2.23611	115.494	146.362	0.276987	0.723013
15291	-3.37473	-7.78395	4.40923	0.003854208	0.0009913873	1.24591	2.31346	262.684	141.468	0.397701	0.602299
15292	-3.53129	-7.48172	3.95042	0.003854208	0.0009913873	2.57674	2.58172	127.013	126.768	0.704625	0.295375
15293	-5.51955	-7.29587	1.77632	0.003854208	0.0009913873	2.6966	10.7008	121.368	30.5847	0.944953	0.0550473
15294	-7.6403	-7.79262	0.152318	0.003854208	0.0009913873	1.4203	22.9547	230.43	14.2577	0.390197	0.609803
15295	-6.08983	-7.58006	1.49023	0.003854208	0.0009913873	0.976525	14.3455	335.148	22.8141	0.594412	0.405588
15296	-6.20012	-7.8043	1.60417	0.003854208	0.0009913873	1.02238	13.7178	320.117	23.8581	0.380188	0.619812
15297	-5.39005	-7.62309	2.23304	0.003854208	0.0009913873	2.20881	9.12471	148.171	35.8675	0.549499	0.450501
15298	-3.705	-7.49832	3.79332	0.003854208	0.0009913873	2.68216	2.87894	122.021	113.681	0.68525	0.31475
15299	-6.49617	-7.49832	1.00215	0.003854208	0.0009913873	5.08124	11.3478	64.4096	28.841	0.68525	0.31475
15300	-4.56447	-7.55033	2.98587	0.003854208	0.0009913873	7.46681	2.01766	43.8314	162.208	0.626595	0.373405
15301	-5.19159	-7.39592	2.20432	0.003854208	0.0009913873	10.8287	2.27184	30.2236	144.06	0.810043	0.189957
15302	-3.83683	-7.64037	3.80354	0.003854208	0.0009913873	5.36577	1.42011	60.9942	230.462	0.531993	0.468007
15303	-3.99111	-7.34792	3.3568	0.003854208	0.0009913873	5.10194	2.36099	64.1482	138.62	0.873082	0.126918
15304	-3.36191	-7.75432	4.3924	0.003854208	0.0009913873	3.72662	1.1785	87.8223	277.709	0.423866	0.576134
15305	-3.74353	-7.39767	3.65414	0.003854208	0.0009913873	4.93409	1.8528	66.3305	176.641	0.807801	0.192199
15306	-3.64774	-7.28884	3.6411	0.003854208	0.0009913873	6.32158	1.32635	51.772	246.753	0.95494	0.0450599
15307	-4.33654	-7.55363	3.21709	0.003854208	0.0009913873	11.7824	0.50212	27.7772	651.798	0.622978	0.377022
15308	-4.77756	-7.40983	2.63227	0.003854208	0.0009913873	8.06183	2.49628	40.5963	131.108	0.792326	0.207674
15309	-5.36609	-7.77645	2.41036	0.003854208	0.0009913873	16.3642	0.562262	19.9998	582.078	0.404252	0.595748
15310	-2.76994	-7.57881	4.80887	0.003854208	0.0009913873	1.86338	1.35978	175.638	240.686	0.595748	0.404252
15311	-2.52311	-7.40331	4.8802	0.003854208	0.0009913873	1.58249	1.35978	206.814	240.686	0.800604	0.199396
15312	-3.61453	-7.30763	3.6931	0.003854208	0.0009913873	6.24195	1.27627	52.4324	256.435	0.928381	0.0716192
15313	-2.6074	-7.63661	5.02921	0.003854208	0.0009913873	2.65528	0.761913	123.256	429.551	0.535782	0.464218
15314	-3.68332	-7.74301	4.0597	0.003854208	0.0009913873	3.81472	1.6557	85.794	197.669	0.434048	0.565952
15315	-2.97194	-7.41635	4.44441	0.003854208	0.0009913873	4.96892	0.701456	65.8655	466.573	0.784109	0.215891
15316	-4.91519	-7.29613	2.38094	0.003854208	0.0009913873	15.6793	0.720766	20.8734	454.073	0.944573	0.0554274
15317	-3.33655	-7.27772	3.94117	0.003854208	0.0009913873	7.96537	0.499398	41.0879	655.35	0.970895	0.0291051
15318	-5.39571	-8.12978	2.73408	0.003854208	0.0009913873	9.8242	1.62339	33.3137	201.603	0.143412	0.856588
15319	-3.5648	-7.68294	4.11814	0.003854208	0.0009913873	6.85956	0.568506	47.7116	575.685	0.490148	0.509852
15320	-2.46402	-7.66267	5.19865	0.003854208	0.0009913873	2.64804	0.568506	123.594	575.685	0.509852	0.490148
15321	-2.21004	-7.49535	5.28531	0.003854208	0.0009913873	2.23726	0.609715	146.286	536.776	0.688694	0.311306
15322	-3.41058	-7.8621	4.45151	0.003854208	0.0009913873	1.12838	2.23608	290.045	146.363	0.332324	0.667676
15323	-2.8258	-7.64247	4.81667	0.003854208	0.0009913873	1.84712	1.35469	177.184	241.591	0.529892	0.470108
15324	-5.1984	-7.49477	2.29638	0.003854208	0.0009913873	0.594046	8.45233	550.935	38.7207	0.689359	0.310641
15325	-6.01006	-7.30654	1.29648	0.003854208	0.0009913873	0.474143	12.0358	690.257	27.1922	0.929909	0.0700909
15326	-4.02695	-7.40685	3.3799	0.003854208	0.0009913873	1.62626	4.9919	201.247	65.5623	0.796094	0.203906
15327	-4.24892	-7.3133	3.06437	0.003854208	0.0009913873	1.2835	6.41761	254.99	50.9973	0.920468	0.0795323
15328	-3.71655	-7.25899	3.54243	0.003854208	0.0009913873	1.99335	4.13691	164.186	79.1122	0.998187	0.00181314
15329	-5.87895	-7.51292	1.63397	0.003854208	0.0009913873	6.73018	6.51515	48.6288	50.2338	0.668476	0.331524
15330	-6.0905	-7.78943	1.69893	0.003854208	0.0009913873	7.39554	5.69681	44.2537	57.4498	0.392952	0.607048
15331	-6.19434	-8.10109	1.90675	0.003854208	0.0009913873	6.44342	5.69681	50.793	57.4498	0.161326	0.838674
15332	-5.38156	-7.66218	2.28062	0.003854208	0.0009913873	4.64925	5.91137	70.3943	55.3646	0.510334	0.489666
15333	-4.99573	-7.26523	2.2695	0.003854208	0.0009913873	2.1952	8.96753	149.089	36.4962	0.989035	0.0109651
15334	-3.46303	-7.26523	3.8022	0.003854208	0.0009913873	1.98865	3.38482	164.574	96.6907	0.989035	0.0109651
15335	-4.42069	-7.32799	2.9073	0.003854208	0.0009913873	0.683416	6.35475	478.889	51.5017	0.900159	0.0998413
15336	-7.9553	-7.46245	-0.49285	0.003854208	0.0009913873	0.391474	20.9036	836.021	15.6567	0.727514	0.272486
15337	-5.50537	-7.718	2.21263	0.003854208	0.0009913873	0.776915	9.89821	421.257	33.0646	0.457	0.543
15338	-4.31645	-7.4642	3.14774	0.003854208	0.0009913873	0.776915	5.74703	421.257	56.9477	0.725421	0.274579
15339	-4.63498	-7.67846	3.04348	0.003854208	0.0009913873	3.9371	3.94274	83.1272	83.0085	0.494469	0.505531
15340	-4.16028	-7.49357	3.33329	0.003854208	0.0009913873	1.13467	5.41895	288.437	60.3956	0.690759	0.309241
15341	-4.95552	-7.52247	2.56695	0.003854208	0.0009913873	1.11611	8.6396	293.233	37.8814	0.657632	0.342368
15342	-7.16717	-7.68038	0.513205	0.003854208	0.0009913873	1.03021	20.634	317.683	15.8613	0.49262	0.50738
15343	-6.9361	-7.4342	0.498094	0.003854208	0.0009913873	0.946741	20.634	345.692	15.8613	0.761892	0.238108
15344	-4.77089	-7.59499	2.8241	0.003854208	0.0009913873	2.00781	6.72381	163.004	48.6749	0.578614	0.421386
15345	-4.55606	-7.77947	3.2234	0.003854208	0.0009913873	2.12577	5.06517	153.959	64.614	0.401611	0.598389
15346	-7.01966	-7.91998	0.900318	0.003854208	0.0009913873	5.2676	11.651	62.1309	28.0902	0.287086	0.712914
15347	-5.01573	-7.28358	2.26785	0.003854208	0.0009913873	3.46347	7.27176	94.4949	45.007	0.96247	0.0375302
15348	-6.48361	-7.5916	1.10799	0.003854208	0.0009913873	1.48055	16.5188	221.054	19.8126	0.582174	0.417826
15349	-5.5292	-7.4316	1.9024	0.003854208	0.0009913873	1.19728	12.0485	273.352	27.1635	0.765101	0.234899
15350	-4.50631	-7.42274	2.91643	0.003854208	0.0009913873	1.16049	7.06758	282.019	46.3073	0.776105	0.223895
15351	-5.46976	-7.33208	1.86232	0.003854208	0.0009913873	5.31678	6.92438	61.5561	47.2649	0.894556	0.105444
15352	-4.96179	-7.4213	2.45951	0.003854208	0.0009913873	7.61166	3.13697	42.9973	104.33	0.77791	0.22209
15353	-3.89169	-7.63244	3.74075	0.003854208	0.0009913873	3.45862	2.47375	94.6274	132.302	0.53999	0.46001
15354	-4.77437	-7.77834	3.00397	0.003854208	0.0009913873	4.03772	3.9795	81.0558	82.2416	0.402602	0.597398
15355	-3.22445	-7.30394	4.07949	0.003854208	0.0009913873	2.32187	2.4624	140.955	132.911	0.933556	0.0664436
15356	-2.32048	-7.30394	4.98346	0.003854208	0.0009913873	0.857926	1.22477	381.479	267.217	0.933556	0.0664436
15357	-2.78643	-7.9415	5.15507	0.003854208	0.0009913873	1.96584	0.853666	166.484	383.383	0.270922	0.729078
15358	-3.04757	-7.41156	4.36399	0.003854208	0.0009913873	4.77571	0.853666	68.5302	383.383	0.790145	0.209855
15359	-2.98575	-7.37123	4.38548	0.003854208	0.0009913873	3.18089	1.41694	102.89	230.977	0.842092	0.157908
15360	-3.00452	-7.69063	4.68611	0.003854208	0.0009913873	3.18089	0.992392	102.89	329.79	0.48278	0.51722
15361	-3.76095	-7.37341	3.61246	0.003854208	0.0009913873	5.78861	1.5644	56.5387	209.206	0.839231	0.160769
15362	-3.67107	-8.10197	4.43091	0.003854208	0.0009913873	2.7127	1.5644	120.647	209.206	0.160769	0.839231
15363	-3.48469	-8.32411	4.83942	0.003854208	0.0009913873	1.66235	1.39313	196.878	234.925	0.0347118	0.965288
15364	-3.27891	-7.51407	4.23516	0.003854208	0.0009913873	3.75357	1.39839	87.1918	234.041	0.66717	0.33283
15365	-3.01733	-7.70051	4.68318	0.003854208	0.0009913873	2.21453	1.39839	147.787	234.041	0.473392	0.526608
15366	-3.82409	-8.15709	4.333	0.003854208	0.0009913873	5.73073	0.616719	57.1098	530.68	0.126835	0.873165
15367	-2.47584	-7.32957	4.85373	0.003854208	0.0009913873	2.61451	0.991351	125.178	330.136	0.897994	0.102006
15368	-3.58308	-7.46793	3.88484	0.003854208	0.0009913873	5.89873	1.11747	55.4832	292.876	0.720965	0.279035
15369	-3.93367	-7.32559	3.39193	0.003854208	0.0009913873	8.6521	0.988773	37.8267	330.997	0.903449	0.0965512
15370	-4.74248	-7.4007	2.65823	0.003854208	0.0009913873	6.88142	3.02828	47.56	108.075	0.803919	0.196081
15371	-5.28114	-7.62207	2.34092	0.003854208	0.0009913873	8.84753	2.80621	36.9912	116.627	0.550542	0.449458
15372	-3.76723	-7.29856	3.53133	0.003854208	0.0009913873	3.75766	2.76259	87.0968	118.469	0.941141	0.058859
15373	-4.08602	-7.26731	3.18129	0.003854208	0.0009913873	9.79773	0.974417	33.4037	335.873	0.986	0.0140002
15374	-3.52492	-7.74067	4.21574	0.003854208	0.0009913873	3.77245	1.42035	86.7555	230.422	0.436177	0.563823
15375	-3.41512	-7.27119	3.85607	0.003854208	0.0009913873	8.79504	0.377944	37.212	865.95	0.980351	0.0196487
15376	-2.14824	-7.3022	5.15396	0.003854208	0.0009913873	2.97497	0.207893	110.011	1574.27	0.936011	0.0639894
15377	-2.71664	-7.79711	5.08047	0.003854208	0.0009913873	3.13801	0.198767	104.295	1646.55	0.386337	0.613663
15378	-2.89267	-7.42352	4.53084	0.003854208	0.0009913873	5.60988	0.400677	58.3401	816.819	0.77514	0.22486
15379	-3.98117	-7.5761	3.59493	0.003854208	0.0009913873	9.38062	0.577281	34.889	566.934	0.598641	0.401359
15380	-3.75097	-7.62925	3.87827	0.003854208	0.0009913873	7.95485	0.577281	41.1423	566.934	0.543228	0.456772
15381	-6.18625	-7.7323	1.54605	0.003854208	0.0009913873	19.3699	1.05234	16.8963	311.002	0.443808	0.556192
15382	-3.08563	-7.60638	4.52074	0.003854208	0.0009913873	5.4198	0.481224	60.386	680.099	0.566715	0.433285
15383	-5.69474	-7.30269	1.60795	0.003854208	0.0009913873	14.3767	2.24449	22.7646	145.815	0.935313	0.0646872
15384	-3.91548	-7.65611	3.74063	0.003854208	0.0009913873	8.97131	0.497869	36.4808	657.363	0.51632	0.48368
15385	-4.75536	-7.59449	2.83913	0.003854208	0.0009913873	11.5375	1.00541	28.3666	325.52	0.579139	0.420861
15386	-3.55856	-7.99033	4.43178	0.003854208	0.0009913873	4.90553	0.734504	66.7167	445.581	0.235512	0.764488
15387	-3.31087	-7.44466	4.13379	0.003854208	0.0009913873	6.27343	0.701262	52.1693	466.702	0.749049	0.250951
15388	-4.24433	-8.23586	3.99154	0.003854208	0.0009913873	3.49365	1.93929	93.6786	168.763	0.0814664	0.918534
15389	-5.02611	-8.38766	3.36155	0.003854208	0.0009913873	5.23878	2.27933	62.4727	143.586	0.00350774	0.996492
15390	-4.6618	-8.09951	3.43771	0.003854208	0.0009913873	4.38086	2.58899	74.707	126.413	0.162329	0.837671
15391	-7.44694	-8.25708	0.810137	0.003854208	0.0009913873	18.466	2.58899	17.7234	126.413	0.069846	0.930154
15392	-6.94249	-7.89657	0.954073	0.003854208	0.0009913873	18.466	2.27385	17.7234	143.932	0.30507	0.69493
15393	-4.46443	-7.39281	2.92838	0.003854208	0.0009913873	7.14071	2.27385	45.8331	143.932	0.814032	0.185968
