Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	simmap
710	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,3.35885:0,0.0656298}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.4365:0,0.543785}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.4365:0,0.543785},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,3.35885:0,0.0656298},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
720	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.534683:0,2.88979}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,32.5172:0,2.46316}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,32.5172:0,2.46316},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.534683:0,2.88979},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
730	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.93925:0,1.48523}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,5.20124:0,29.7791}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,5.20124:0,29.7791},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.93925:0,1.48523},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
740	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,2.07265:0,1.35182}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,18.9252:0,16.0551}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,18.9252:0,16.0551},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,2.07265:0,1.35182},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
750	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.434736:0,2.98974}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,1.45091:0,33.5294}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,1.45091:0,33.5294},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.434736:0,2.98974},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
760	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.18703:0,2.23744}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,29.3559:0,5.62441}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,29.3559:0,5.62441},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.18703:0,2.23744},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
770	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.181645:0,3.24283}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,6.53857:0,28.4417}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,6.53857:0,28.4417},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.181645:0,3.24283},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
780	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.58932:0,1.83515}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,14.501:1,28.1198}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.58932:0,1.83515},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,14.501:1,28.1198});
790	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.499079:0,2.9254}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,33.6531:0,1.32725}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,33.6531:0,1.32725},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.499079:0,2.9254},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
800	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.80464:0,1.61984}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,1.66261:1,40.9582}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.80464:0,1.61984},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,1.66261:1,40.9582});
810	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,2.94073:0,0.483746}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,3.66323:0,31.3171}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,3.66323:0,31.3171},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,2.94073:0,0.483746},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
820	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.0557:0,2.36878}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,33.7929:0,1.18741}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,33.7929:0,1.18741},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.0557:0,2.36878},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
830	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,2.54538:0,0.879099}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,23.4366:1,19.1842}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,2.54538:0,0.879099},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,23.4366:1,19.1842});
840	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,3.29899:0,0.12549}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,9.0072:1,33.6136}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,3.29899:0,0.12549},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,9.0072:1,33.6136});
850	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.40109:0,3.02339}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,7.22021:0,27.7601}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,7.22021:0,27.7601},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.40109:0,3.02339},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
